TIMESTAMP,STATION,PRESSUREAVG,TEMP2MAVG,TEMP2MMIN,TEMP2MMAX,RELHUM2MAVG,VPDEFAVG,PRECIP,SRAVG,SR,WSPD2MAVG,VWC20CM
2016-01-01T01:00:00Z,Lane,92.95,-10.46,-10.97,-9.74,82.25,0.05,0,0,0,2.09,NA
2016-01-01T02:00:00Z,Lane,92.93,-10.11,-10.35,-9.94,79.28,0.06,0,0,0,2.98,NA
2016-01-01T03:00:00Z,Lane,92.94,-9.21,-10.15,-8.75,75.13,0.08,0,0,0,3.42,NA
2016-01-01T04:00:00Z,Lane,92.95,-9.27,-9.6,-9.02,75.22,0.08,0,0,0,3.33,NA
2016-01-01T05:00:00Z,Lane,92.9,-9.75,-10.05,-9.57,76.29,0.07,0,0,0,3.63,NA
2016-01-01T06:00:00Z,Lane,92.88,-10.16,-11,-9.71,76.89,0.07,0,0,0,3.51,NA
2016-01-01T07:00:00Z,Lane,92.9,-11.58,-12.23,-10.93,81.34,0.05,0,0,0,2.4,NA
2016-01-01T08:00:00Z,Lane,92.89,-12.27,-12.5,-12.02,81.73,0.04,0,0.94,0,2.11,NA
2016-01-01T09:00:00Z,Lane,92.89,-10.88,-12.6,-8.48,78.23,0.06,0,73.54,0.26,2.78,NA
2016-01-01T10:00:00Z,Lane,92.91,-6.67,-8.82,-4.29,69.26,0.12,0,223.46,0.8,3.62,NA
2016-01-01T11:00:00Z,Lane,92.91,-2.71,-5.14,0.13,56.19,0.22,0,364.11,1.31,3.9,NA
2016-01-01T12:00:00Z,Lane,92.87,0.89,-0.69,2.65,44.1,0.37,0,461.46,1.66,5.86,NA
2016-01-01T13:00:00Z,Lane,92.75,2.9,1.32,4.72,38.08,0.47,0,505.2,1.82,6.65,NA
2016-01-01T14:00:00Z,Lane,92.63,4.31,2.61,5.63,34.86,0.54,0,486.73,1.75,6.33,NA
2016-01-01T15:00:00Z,Lane,92.54,5.25,3.93,6.14,30.79,0.61,0,415.78,1.5,6.13,NA
2016-01-01T16:00:00Z,Lane,92.48,5.46,4.71,6.21,30.85,0.62,0,295.73,1.06,5.91,NA
2016-01-01T17:00:00Z,Lane,92.48,4.82,3.86,5.73,35.43,0.56,0,147.19,0.53,4.6,NA
2016-01-01T18:00:00Z,Lane,92.49,0.59,-1.99,4,48.19,0.34,0,21.17,0.08,2.27,NA
2016-01-01T19:00:00Z,Lane,92.48,-2.8,-3.59,-1.99,59.46,0.2,0,0,0,2.3,NA
2016-01-01T20:00:00Z,Lane,92.49,-4.1,-4.71,-3.52,65.51,0.16,0,0,0,2.3,NA
2016-01-01T21:00:00Z,Lane,92.5,-4.48,-5.25,-4.05,67.2,0.14,0,0,0,2.66,NA
2016-01-01T22:00:00Z,Lane,92.5,-6.73,-8.11,-5.25,74.66,0.09,0,0,0,2.1,NA
2016-01-01T23:00:00Z,Lane,92.48,-8.39,-9.1,-7.7,79.46,0.07,0,0,0,2.37,NA
2016-01-02T00:00:00Z,Lane,92.47,-8.43,-9.06,-7.76,79.09,0.07,0,0,0,2.88,NA
2016-01-02T01:00:00Z,Lane,92.45,-8.96,-9.88,-8.34,79.45,0.06,0,0,0,2.45,NA
2016-01-02T02:00:00Z,Lane,92.4,-10.14,-10.83,-9.57,78.5,0.06,0,0,0,2.53,NA
2016-01-02T03:00:00Z,Lane,92.36,-10.78,-11.17,-10.32,75.73,0.07,0,0,0,2.77,NA
2016-01-02T04:00:00Z,Lane,92.35,-10.33,-10.9,-9.91,70.64,0.08,0,0,0,3.03,NA
2016-01-02T05:00:00Z,Lane,92.31,-10.95,-11.3,-10.52,71.85,0.07,0,0,0,2.74,NA
2016-01-02T06:00:00Z,Lane,92.28,-10.9,-11.07,-10.69,71.21,0.08,0,0,0,2.91,NA
2016-01-02T07:00:00Z,Lane,92.29,-11.32,-11.71,-10.93,72.04,0.07,0,0,0,3.01,NA
2016-01-02T08:00:00Z,Lane,92.32,-11.61,-11.95,-11.41,72.73,0.07,0,0.94,0,2.66,NA
2016-01-02T09:00:00Z,Lane,92.32,-9.86,-11.75,-6.84,67.37,0.1,0,78.56,0.28,3.32,NA
2016-01-02T10:00:00Z,Lane,92.35,-4.42,-7.29,-1.06,54.62,0.2,0,230.04,0.83,3.62,NA
2016-01-02T11:00:00Z,Lane,92.35,0.92,-1.57,3.47,38.08,0.41,0,369.79,1.33,4.16,NA
2016-01-02T12:00:00Z,Lane,92.31,4.36,2.27,5.84,25.43,0.62,0,467,1.68,4.41,NA
2016-01-02T13:00:00Z,Lane,92.18,5.99,4.24,7.37,21.59,0.73,0,508.28,1.83,4.46,NA
2016-01-02T14:00:00Z,Lane,92.09,7.55,5.7,8.8,19.78,0.83,0,491.12,1.77,5.23,NA
2016-01-02T15:00:00Z,Lane,92.02,9.01,7.1,10.09,19.24,0.93,0,418.04,1.5,6.01,NA
2016-01-02T16:00:00Z,Lane,91.99,9.34,8.55,10.06,20.94,0.93,0,296.88,1.07,5.8,NA
2016-01-02T17:00:00Z,Lane,91.99,8.56,7.3,9.58,24.01,0.85,0,149.95,0.54,4.61,NA
2016-01-02T18:00:00Z,Lane,92.03,4.07,1.31,7.5,33.08,0.56,0,22.67,0.08,2.65,NA
2016-01-02T19:00:00Z,Lane,92.06,-0.41,-2.7,1.99,44.09,0.33,0,0,0,2.23,NA
2016-01-02T20:00:00Z,Lane,92.09,-3.86,-4.23,-2.77,55.83,0.2,0,0,0,2.47,NA
2016-01-02T21:00:00Z,Lane,92.14,-3.22,-4.16,-2.56,56.06,0.21,0,0,0,3.16,NA
2016-01-02T22:00:00Z,Lane,92.15,-2.92,-3.65,-2.46,56.55,0.21,0,0,0,3.51,NA
2016-01-02T23:00:00Z,Lane,92.18,-3.95,-4.6,-3.55,64.21,0.16,0,0,0,3.39,NA
2016-01-03T00:00:00Z,Lane,92.2,-3.18,-3.89,-2.56,64.84,0.17,0,0,0,3.83,NA
2016-01-03T01:00:00Z,Lane,92.22,-4.3,-4.98,-3.1,67.87,0.14,0,0,0,3.03,NA
2016-01-03T02:00:00Z,Lane,92.2,-4.79,-5.08,-4.37,68.41,0.14,0,0,0,2.98,NA
2016-01-03T03:00:00Z,Lane,92.23,-6.22,-7.19,-4.5,74.31,0.1,0,0,0,2.12,NA
2016-01-03T04:00:00Z,Lane,92.26,-7.55,-8.14,-6.61,78.83,0.07,0,0,0,2.5,NA
2016-01-03T05:00:00Z,Lane,92.27,-7.82,-8.11,-7.39,78.38,0.07,0,0,0,2.36,NA
2016-01-03T06:00:00Z,Lane,92.3,-7.52,-7.97,-6.81,78.54,0.07,0,0,0,3.1,NA
2016-01-03T07:00:00Z,Lane,92.34,-7.15,-7.8,-6.78,78.83,0.08,0,0,0,2.62,NA
2016-01-03T08:00:00Z,Lane,92.39,-8.38,-8.66,-7.77,82.16,0.06,0,0.93,0,2.19,NA
2016-01-03T09:00:00Z,Lane,92.42,-6.84,-7.97,-4.36,77.19,0.08,0,76.32,0.27,2.46,NA
2016-01-03T10:00:00Z,Lane,92.44,-2.28,-4.39,-0.01,62.33,0.2,0,223.34,0.8,3.56,NA
2016-01-03T11:00:00Z,Lane,92.49,1.02,-0.79,3.06,47.52,0.35,0,361.4,1.3,3.44,NA
2016-01-03T12:00:00Z,Lane,92.49,3.72,1.97,5.84,38.49,0.49,0,459.77,1.66,1.55,NA
2016-01-03T13:00:00Z,Lane,92.41,5.99,4.51,7.44,33.23,0.62,0,503.61,1.81,1.98,NA
2016-01-03T14:00:00Z,Lane,92.34,7.25,5.63,8.49,31.7,0.7,0,489.34,1.76,3.18,NA
2016-01-03T15:00:00Z,Lane,92.3,8.19,6.55,9.2,29.05,0.77,0,418.26,1.51,2.78,NA
2016-01-03T16:00:00Z,Lane,92.29,8.62,7.7,9.44,26.07,0.83,0,298.89,1.08,3.08,NA
2016-01-03T17:00:00Z,Lane,92.32,7.73,6.17,8.79,27.74,0.76,0,151.93,0.55,2.16,NA
2016-01-03T18:00:00Z,Lane,92.33,3.34,0.66,6.38,35.92,0.5,0,24.12,0.09,1.64,NA
2016-01-03T19:00:00Z,Lane,92.35,1.61,0.16,2.72,39.4,0.42,0,0,0,1.47,NA
2016-01-03T20:00:00Z,Lane,92.38,0.43,-0.01,0.84,42.22,0.36,0,0,0,0.95,NA
2016-01-03T21:00:00Z,Lane,92.42,-0.4,-0.83,0.5,42.29,0.34,0,0,0,0.71,NA
2016-01-03T22:00:00Z,Lane,92.46,-1.21,-1.84,-0.38,43.8,0.31,0,0,0,0.96,NA
2016-01-03T23:00:00Z,Lane,92.47,-4.03,-5.32,-1.81,55.49,0.2,0,0,0,1.25,NA
2016-01-04T00:00:00Z,Lane,92.47,-5.08,-6.06,-4.33,63.1,0.16,0,0,0,1.28,NA
2016-01-04T01:00:00Z,Lane,92.45,-5.24,-6.1,-4.5,68.91,0.13,0,0,0,0.92,NA
2016-01-04T02:00:00Z,Lane,92.42,-7.01,-8.38,-4.84,75.01,0.09,0,0,0,1.23,NA
2016-01-04T03:00:00Z,Lane,92.42,-7.56,-8.31,-6.09,77.51,0.08,0,0,0,0.79,NA
2016-01-04T04:00:00Z,Lane,92.42,-8.02,-8.72,-6.74,81.04,0.06,0,0,0,1.35,NA
2016-01-04T05:00:00Z,Lane,92.38,-8.21,-8.79,-7.59,82.57,0.06,0,0,0,1.14,NA
2016-01-04T06:00:00Z,Lane,92.35,-9.05,-10.42,-8.07,84.66,0.05,0,0,0,1,NA
2016-01-04T07:00:00Z,Lane,92.38,-9.51,-10.28,-9.06,86.59,0.04,0,0,0,1.39,NA
2016-01-04T08:00:00Z,Lane,92.4,-10.25,-10.59,-9.94,88.56,0.03,0,1.48,0.01,1.39,NA
2016-01-04T09:00:00Z,Lane,92.41,-7.95,-10.28,-5.11,87.28,0.04,0,76.94,0.28,2.22,NA
2016-01-04T10:00:00Z,Lane,92.45,-3.19,-5.18,-0.79,81.67,0.09,0,213.31,0.77,3.31,NA
2016-01-04T11:00:00Z,Lane,92.44,0.54,-1.54,2.44,68.89,0.2,0,374.88,1.35,4.72,NA
2016-01-04T12:00:00Z,Lane,92.38,2.9,1.63,4.32,56.82,0.33,0,404.94,1.46,5.79,NA
2016-01-04T13:00:00Z,Lane,92.26,4.5,2.95,5.98,50.72,0.42,0,449.83,1.62,5.9,NA
2016-01-04T14:00:00Z,Lane,92.12,5.77,4.3,7.47,45.47,0.5,0,454.6,1.64,6.39,NA
2016-01-04T15:00:00Z,Lane,92,6.12,4.95,7.27,42.65,0.54,0,406.15,1.46,6.61,NA
2016-01-04T16:00:00Z,Lane,91.95,6.24,5.29,7.27,42.51,0.55,0,309.07,1.11,6.65,NA
2016-01-04T17:00:00Z,Lane,91.93,5.24,4.3,6.21,45.15,0.49,0,154.75,0.56,6.31,NA
2016-01-04T18:00:00Z,Lane,91.92,2.75,0.74,4.58,53.5,0.35,0,22.75,0.08,4.81,NA
2016-01-04T19:00:00Z,Lane,91.91,-0.26,-0.76,0.77,65.76,0.21,0,0,0,4.06,NA
2016-01-04T20:00:00Z,Lane,91.88,-0.98,-1.34,-0.66,70.54,0.17,0,0,0,4.56,NA
2016-01-04T21:00:00Z,Lane,91.86,-1.43,-1.95,-1,75.05,0.14,0,0,0,5.37,NA
2016-01-04T22:00:00Z,Lane,91.84,-2.17,-2.46,-1.85,79.24,0.11,0,0,0,5.35,NA
2016-01-04T23:00:00Z,Lane,91.8,-2.48,-2.77,-2.22,83.38,0.08,0,0,0,5.59,NA
2016-01-05T00:00:00Z,Lane,91.77,-2.77,-3.01,-2.6,86.33,0.07,0,0,0,6.52,NA
2016-01-05T01:00:00Z,Lane,91.74,-3.06,-3.42,-2.8,87.27,0.06,0,0,0,6.29,NA
2016-01-05T02:00:00Z,Lane,91.7,-3.04,-3.42,-2.26,88.38,0.06,0,0,0,6.33,NA
2016-01-05T03:00:00Z,Lane,91.66,-2.49,-2.7,-2.26,87.93,0.06,0,0,0,6.27,NA
2016-01-05T04:00:00Z,Lane,91.63,-2.55,-2.87,-2.4,89.23,0.05,0,0,0,6.34,NA
2016-01-05T05:00:00Z,Lane,91.58,-3.09,-3.35,-2.8,91.72,0.04,0,0,0,6.49,NA
2016-01-05T06:00:00Z,Lane,91.52,-2.78,-3.04,-2.6,91.06,0.04,0,0,0,7.11,NA
2016-01-05T07:00:00Z,Lane,91.49,-2.65,-2.87,-2.4,90.43,0.05,0,0,0,6.64,NA
2016-01-05T08:00:00Z,Lane,91.45,-2.16,-2.43,-1.95,89.12,0.06,0,0.38,0,7.3,NA
2016-01-05T09:00:00Z,Lane,91.44,-1.95,-2.53,-1.2,88.56,0.06,0,45.58,0.16,7.41,NA
2016-01-05T10:00:00Z,Lane,91.43,-0.93,-1.58,0.98,85.98,0.08,0,97.05,0.35,7.15,NA
2016-01-05T11:00:00Z,Lane,91.45,2.39,0.94,4.11,71.5,0.21,0,224.23,0.81,8.14,NA
2016-01-05T12:00:00Z,Lane,91.4,5.25,3.3,6.9,56.01,0.39,0,410.33,1.48,9.56,NA
2016-01-05T13:00:00Z,Lane,91.31,5.19,4.61,5.97,54.66,0.4,0,194.95,0.7,8.83,NA
2016-01-05T14:00:00Z,Lane,91.2,6.45,5.02,7.27,51.14,0.47,0,252.96,0.91,9.3,NA
2016-01-05T15:00:00Z,Lane,91.13,6.81,6.38,7.23,51.27,0.48,0,164.89,0.59,8.9,NA
2016-01-05T16:00:00Z,Lane,91.09,6.44,5.77,6.82,55.45,0.43,0,119.45,0.43,8.84,NA
2016-01-05T17:00:00Z,Lane,91.06,5.35,4.88,5.77,62.14,0.34,0,38.07,0.14,7.08,NA
2016-01-05T18:00:00Z,Lane,91.07,4.85,4.48,5.19,64.77,0.3,0,18.12,0.07,7.08,NA
2016-01-05T19:00:00Z,Lane,91.07,3.98,3.46,4.51,70.93,0.24,0,0,0,6.61,NA
2016-01-05T20:00:00Z,Lane,91.07,3.12,2.71,3.53,76.43,0.18,0,0,0,7.08,NA
2016-01-05T21:00:00Z,Lane,91.07,2.37,1.97,2.82,81.27,0.14,0,0,0,7.64,NA
2016-01-05T22:00:00Z,Lane,91.06,1.74,1.59,2,87.14,0.09,0,0,0,7.32,NA
2016-01-05T23:00:00Z,Lane,91.05,1.51,1.42,1.66,91.89,0.06,0,0,0,7.03,NA
2016-01-06T00:00:00Z,Lane,91.03,1.48,1.42,1.56,95.84,0.03,0,0,0,6.86,NA
2016-01-06T01:00:00Z,Lane,90.99,1.75,1.52,1.97,96.27,0.03,0,0,0,6.33,NA
2016-01-06T02:00:00Z,Lane,90.93,2.07,1.9,2.27,94.9,0.04,0,0,0,6.1,NA
2016-01-06T03:00:00Z,Lane,90.9,2.36,2.17,2.55,93.76,0.05,0,0,0,5.28,NA
2016-01-06T04:00:00Z,Lane,90.88,2.54,2.44,2.72,92.53,0.05,0,0,0,4.48,NA
2016-01-06T05:00:00Z,Lane,90.85,2.51,2.41,2.65,92.69,0.05,0,0,0,3.13,NA
2016-01-06T06:00:00Z,Lane,90.81,2.35,2.24,2.48,93.14,0.05,0,0,0,2.15,NA
2016-01-06T07:00:00Z,Lane,90.83,2.39,2.24,2.58,90.24,0.07,0,0,0,1.84,NA
2016-01-06T08:00:00Z,Lane,90.84,1.97,1.63,2.44,92.69,0.05,0,0.23,0,1.17,NA
2016-01-06T09:00:00Z,Lane,90.85,1.78,1.59,2.03,90.85,0.06,0,15.75,0.06,1.34,NA
2016-01-06T10:00:00Z,Lane,90.88,1.85,1.69,2,89.3,0.07,0,87.57,0.32,1.47,NA
2016-01-06T11:00:00Z,Lane,90.91,2.4,1.83,3.53,84.4,0.11,0,220.84,0.8,0.93,NA
2016-01-06T12:00:00Z,Lane,90.89,3.72,2.3,5.16,78.98,0.17,0,442.56,1.59,2.76,NA
2016-01-06T13:00:00Z,Lane,90.79,4.76,3.69,6.01,75.54,0.21,0,480.38,1.73,3.1,NA
2016-01-06T14:00:00Z,Lane,90.72,5.89,4.74,6.99,70.6,0.27,0,409.81,1.48,2.27,NA
2016-01-06T15:00:00Z,Lane,90.66,6.67,5.53,7.57,66.61,0.33,0,312.15,1.12,1.5,NA
2016-01-06T16:00:00Z,Lane,90.65,6.34,5.87,6.89,68.58,0.3,0,196.84,0.71,2.16,NA
2016-01-06T17:00:00Z,Lane,90.66,5.9,4.68,6.86,70.51,0.27,0,142.96,0.51,1.64,NA
2016-01-06T18:00:00Z,Lane,90.69,2.79,1.11,4.68,79.15,0.16,0,13.75,0.05,1.08,NA
2016-01-06T19:00:00Z,Lane,90.74,-0.6,-2.05,1.25,90.48,0.06,0,0,0,1.34,NA
2016-01-06T20:00:00Z,Lane,90.74,-2.22,-2.63,-1.85,96.43,0.02,0,0,0,0.86,NA
2016-01-06T21:00:00Z,Lane,90.76,-2.45,-2.8,-2.16,98.56,0.01,0,0,0,0.57,NA
2016-01-06T22:00:00Z,Lane,90.75,-2.99,-3.35,-2.6,99.87,0,0,0,0,1.41,NA
2016-01-06T23:00:00Z,Lane,90.75,-2.25,-2.63,-2.09,100,-0,0,0,0,1.77,NA
2016-01-07T00:00:00Z,Lane,90.71,-2.85,-3.15,-2.46,99.83,0,0,0,0,1.2,NA
2016-01-07T01:00:00Z,Lane,90.68,-2.51,-2.8,-2.09,99.96,0,0,0,0,1.42,NA
2016-01-07T02:00:00Z,Lane,90.61,-1.39,-2.12,-0.79,100,-0,0,0,0,1.71,NA
2016-01-07T03:00:00Z,Lane,90.57,-0.77,-0.9,-0.59,100,-0,0,0,0,2.31,NA
2016-01-07T04:00:00Z,Lane,90.56,-0.41,-0.62,-0.15,100,-0,0,0,0,2.2,NA
2016-01-07T05:00:00Z,Lane,90.52,-0.12,-0.21,-0.04,100,-0,0,0,0,3.28,NA
2016-01-07T06:00:00Z,Lane,90.52,-0.09,-0.18,-0.01,100,-0,0,0,0,3.29,NA
2016-01-07T07:00:00Z,Lane,90.54,-0.11,-0.18,-0.04,100,-0,0.25,0,0,3.49,NA
2016-01-07T08:00:00Z,Lane,90.54,-0.08,-0.15,-0.01,100,-0,1.27,0.07,0,3.13,NA
2016-01-07T09:00:00Z,Lane,90.53,0.01,-0.11,0.19,100,-0,1.78,3.11,0.01,4.18,NA
2016-01-07T10:00:00Z,Lane,90.53,0.18,0.09,0.26,100,-0,3.05,16.68,0.06,4.49,NA
2016-01-07T11:00:00Z,Lane,90.57,0.48,0.19,0.77,100,-0,0.51,94.28,0.34,3.75,NA
2016-01-07T12:00:00Z,Lane,90.57,1.01,0.67,1.32,100,-0,0,120.59,0.43,4.11,NA
2016-01-07T13:00:00Z,Lane,90.47,1.35,1.15,1.52,100,0,0,148.31,0.53,4.72,NA
2016-01-07T14:00:00Z,Lane,90.38,1.46,1.28,1.76,99.78,0,0,109.44,0.39,4.81,NA
2016-01-07T15:00:00Z,Lane,90.35,1.64,1.52,1.73,99.96,0,0,60.96,0.22,4.93,NA
2016-01-07T16:00:00Z,Lane,90.36,1.32,1.15,1.69,100,-0,0,26.91,0.1,4.44,NA
2016-01-07T17:00:00Z,Lane,90.41,1.06,0.94,1.22,100,-0,0,8.97,0.03,4.32,NA
2016-01-07T18:00:00Z,Lane,90.46,0.97,0.88,1.05,100,-0,0,0.99,0,3.77,NA
2016-01-07T19:00:00Z,Lane,90.52,0.75,0.43,1.01,100,-0,0,0,0,3.84,NA
2016-01-07T20:00:00Z,Lane,90.55,0.4,0.3,0.5,100,-0,0,0,0,3.12,NA
2016-01-07T21:00:00Z,Lane,90.59,0.41,0.3,0.5,100,-0,0,0,0,2.68,NA
2016-01-07T22:00:00Z,Lane,90.6,0.34,0.19,0.47,100,-0,0,0,0,3,NA
2016-01-07T23:00:00Z,Lane,90.61,0.18,0.06,0.26,100,-0,0,0,0,2.86,NA
2016-01-08T00:00:00Z,Lane,90.61,0.11,0.02,0.19,100,-0,0,0,0,2.96,NA
2016-01-08T01:00:00Z,Lane,90.6,0.04,-0.04,0.13,99.71,0,0,0,0,3.13,NA
2016-01-08T02:00:00Z,Lane,90.65,-0.04,-0.11,0.06,99.84,0,0,0,0,2.38,NA
2016-01-08T03:00:00Z,Lane,90.67,-0.02,-0.11,0.13,99.97,0,0,0,0,2.23,NA
2016-01-08T04:00:00Z,Lane,90.72,0.02,-0.11,0.16,100,-0,0,0,0,2.47,NA
2016-01-08T05:00:00Z,Lane,90.68,-0.07,-0.15,0.06,100,-0,0,0,0,3.13,NA
2016-01-08T06:00:00Z,Lane,90.63,-0.11,-0.21,-0.04,99.75,0,0,0,0,4.43,NA
2016-01-08T07:00:00Z,Lane,90.67,-0.32,-0.49,-0.15,98.03,0.01,0,0,0,5.02,NA
2016-01-08T08:00:00Z,Lane,90.77,-0.68,-0.83,-0.42,97.02,0.02,0,0.52,0,3.55,NA
2016-01-08T09:00:00Z,Lane,90.83,-0.94,-1.13,-0.73,95.29,0.03,0,14.14,0.05,4.5,NA
2016-01-08T10:00:00Z,Lane,90.95,-1.6,-1.99,-1.07,94.36,0.03,0,36.44,0.13,5.44,NA
2016-01-08T11:00:00Z,Lane,91.03,-2.12,-2.33,-1.85,93.16,0.04,0,64.52,0.23,5.57,NA
2016-01-08T12:00:00Z,Lane,91.07,-2.23,-2.63,-2.02,94.13,0.03,0,63.41,0.23,5.2,NA
2016-01-08T13:00:00Z,Lane,91.02,-2.64,-2.87,-2.43,93.76,0.03,0,116.86,0.42,6.17,NA
2016-01-08T14:00:00Z,Lane,91.01,-3.11,-3.38,-2.77,92.67,0.04,0,86.29,0.31,6.28,NA
2016-01-08T15:00:00Z,Lane,91.02,-3.31,-3.42,-3.11,90.71,0.04,0,64.13,0.23,5.81,NA
2016-01-08T16:00:00Z,Lane,91.04,-3.44,-3.62,-3.28,87.82,0.06,0,54.78,0.2,5.9,NA
2016-01-08T17:00:00Z,Lane,91.08,-3.34,-3.42,-3.21,86.46,0.06,0,36.12,0.13,6.22,NA
2016-01-08T18:00:00Z,Lane,91.15,-3.29,-3.38,-3.18,85.62,0.07,0,4.18,0.02,6.02,NA
2016-01-08T19:00:00Z,Lane,91.22,-3.36,-3.45,-3.28,86.76,0.06,0,0,0,6.02,NA
2016-01-08T20:00:00Z,Lane,91.27,-3.35,-3.45,-3.25,87.85,0.06,0,0,0,5.35,NA
2016-01-08T21:00:00Z,Lane,91.32,-3.27,-3.38,-3.15,88.33,0.06,0,0,0,5.82,NA
2016-01-08T22:00:00Z,Lane,91.35,-3.41,-3.62,-3.28,87.33,0.06,0,0,0,5.87,NA
2016-01-08T23:00:00Z,Lane,91.39,-3.64,-3.83,-3.55,86.99,0.06,0,0,0,5.94,NA
2016-01-09T00:00:00Z,Lane,91.42,-3.9,-4.07,-3.69,86.28,0.06,0,0,0,5.9,NA
2016-01-09T01:00:00Z,Lane,91.43,-4.1,-4.4,-3.93,86.21,0.06,0,0,0,5.57,NA
2016-01-09T02:00:00Z,Lane,91.42,-4.54,-4.71,-4.33,87.29,0.06,0,0,0,6.02,NA
2016-01-09T03:00:00Z,Lane,91.41,-4.81,-5.01,-4.6,89.24,0.05,0,0,0,5.64,NA
2016-01-09T04:00:00Z,Lane,91.41,-5.2,-5.39,-4.95,85.35,0.06,0,0,0,6.35,NA
2016-01-09T05:00:00Z,Lane,91.47,-5.37,-5.46,-5.25,84.76,0.06,0,0,0,5.81,NA
2016-01-09T06:00:00Z,Lane,91.56,-5.65,-6.07,-5.42,84.43,0.06,0,0,0,4.68,NA
2016-01-09T07:00:00Z,Lane,91.63,-6.6,-6.88,-6,87.03,0.05,0,0,0,5.04,NA
2016-01-09T08:00:00Z,Lane,91.66,-6.86,-6.92,-6.78,89.78,0.04,0,0.48,0,3.94,NA
2016-01-09T09:00:00Z,Lane,91.66,-6.98,-7.63,-5.72,89.84,0.04,0,65.01,0.23,2.41,NA
2016-01-09T10:00:00Z,Lane,91.73,-5.52,-5.76,-5.25,83.61,0.07,0,118.91,0.43,5.56,NA
2016-01-09T11:00:00Z,Lane,91.79,-4.69,-5.29,-3.34,78.24,0.09,0,329.4,1.19,6.44,NA
2016-01-09T12:00:00Z,Lane,91.78,-4.09,-4.88,-3.07,74.08,0.12,0,339.37,1.22,6.75,NA
2016-01-09T13:00:00Z,Lane,91.76,-4.15,-5.05,-3.08,73.43,0.12,0,286.64,1.03,6.6,NA
2016-01-09T14:00:00Z,Lane,91.69,-3.66,-4.78,-2.43,71.09,0.13,0,373.06,1.34,6.46,NA
2016-01-09T15:00:00Z,Lane,91.66,-3.31,-3.96,-2.05,70.4,0.14,0,283.74,1.02,6.04,NA
2016-01-09T16:00:00Z,Lane,91.67,-3.18,-3.72,-2.5,70.57,0.14,0,209.58,0.75,5.42,NA
2016-01-09T17:00:00Z,Lane,91.69,-3.07,-3.66,-2.16,69.79,0.15,0,123.64,0.45,5.12,NA
2016-01-09T18:00:00Z,Lane,91.73,-4.25,-5.36,-3.35,75.48,0.11,0,23,0.08,3.37,NA
2016-01-09T19:00:00Z,Lane,91.78,-6.11,-6.78,-5.29,83.42,0.06,0,0.02,0,1.14,NA
2016-01-09T20:00:00Z,Lane,91.83,-7.17,-7.94,-6.54,84.81,0.05,0,0,0,1.3,NA
2016-01-09T21:00:00Z,Lane,91.87,-8.17,-8.55,-7.67,86.88,0.04,0,0,0,1.1,NA
2016-01-09T22:00:00Z,Lane,91.9,-8.47,-8.65,-8.28,87.27,0.04,0,0,0,0.9,NA
2016-01-09T23:00:00Z,Lane,91.94,-9.21,-9.67,-8.62,87.68,0.04,0,0,0,1.77,NA
2016-01-10T00:00:00Z,Lane,91.98,-10.4,-11.04,-9.64,88.96,0.03,0,0,0,0.9,NA
2016-01-10T01:00:00Z,Lane,92,-11.29,-11.54,-10.87,89.94,0.03,0,0,0,1.5,NA
2016-01-10T02:00:00Z,Lane,92.01,-11.88,-12.33,-11.44,87.54,0.03,0,0,0,0.87,NA
2016-01-10T03:00:00Z,Lane,92.01,-12.32,-12.5,-12.16,88.16,0.03,0,0,0,0.54,NA
2016-01-10T04:00:00Z,Lane,92.03,-12.73,-13.42,-12.26,87.24,0.03,0,0,0,0.79,NA
2016-01-10T05:00:00Z,Lane,91.98,-13.25,-13.45,-13.04,87.51,0.03,0,0,0,1.07,NA
2016-01-10T06:00:00Z,Lane,91.97,-13.13,-13.32,-12.94,88.51,0.03,0,0,0,1,NA
2016-01-10T07:00:00Z,Lane,91.94,-13.03,-13.52,-12.23,89.22,0.02,0,0,0,1.4,NA
2016-01-10T08:00:00Z,Lane,91.94,-12.07,-12.26,-11.54,90.04,0.02,0,0.79,0,1.82,NA
2016-01-10T09:00:00Z,Lane,91.93,-10.69,-11.61,-9.23,90.33,0.03,0,72.14,0.26,2.44,NA
2016-01-10T10:00:00Z,Lane,91.91,-7.64,-9.26,-5.76,89.51,0.04,0,224.53,0.81,4.13,NA
2016-01-10T11:00:00Z,Lane,91.91,-4.56,-6.37,-2.8,85.34,0.06,0,358.03,1.29,5.96,NA
2016-01-10T12:00:00Z,Lane,91.86,-1.93,-3.69,0.02,79.73,0.11,0,461.91,1.66,6.09,NA
2016-01-10T13:00:00Z,Lane,91.77,0.57,-1.17,2.55,72.41,0.18,0,503.31,1.81,6.03,NA
2016-01-10T14:00:00Z,Lane,91.66,2.65,1.18,4.14,64.13,0.27,0,497.01,1.79,6.19,NA
2016-01-10T15:00:00Z,Lane,91.58,4.05,2.81,4.88,58.03,0.34,0,429.61,1.55,6.04,NA
2016-01-10T16:00:00Z,Lane,91.57,4.58,3.66,5.19,55.43,0.38,0,311.87,1.12,5.5,NA
2016-01-10T17:00:00Z,Lane,91.56,4.31,3.62,4.95,56.89,0.36,0,164.86,0.59,4.39,NA
2016-01-10T18:00:00Z,Lane,91.57,1.83,-0.32,3.8,67.25,0.23,0,30.71,0.11,2.5,NA
