TIMESTAMP,STATION,PRESSUREAVG,TEMP2MAVG,TEMP10MAVG,RELHUM2MAVG,VPDEFAVG,PRECIP,SRAVG,SR,WSPD2MAVG,SOILTMP5AVG655,SOILTMP10AVG655,SOILTMP20AVG655,SOILTMP50AVG655,VWC5CM,VWC10CM,VWC20CM,VWC50CM,PRECIP2
2019-03-16T06:00:00Z,Lane,92.53,-1.81,-0.8,80.71,0.1,0,0.01,0,2.01,1.69,2.08,2.45,1.93,0.3644,0.3897,0.4275,0.4384,NA
2019-03-16T07:00:00Z,Lane,92.53,-2.48,-1.43,83.11,0.09,0,3.17,0.01,1.7,1.56,1.94,2.36,1.95,0.3635,0.3888,0.427,0.438,NA
2019-03-16T08:00:00Z,Lane,92.55,-1.69,-1.41,82.65,0.09,0,98.14,0.35,1.95,1.46,1.82,2.29,1.97,0.3625,0.3879,0.4265,0.438,NA
2019-03-16T09:00:00Z,Lane,92.59,0.71,0.51,76.1,0.15,0,292.98,1.05,2.53,1.37,1.72,2.21,1.98,0.3623,0.3876,0.4262,0.4379,NA
2019-03-16T10:00:00Z,Lane,92.64,3.04,2.73,66.61,0.25,0,483.63,1.74,2.5,1.3,1.63,2.13,2,0.364,0.3884,0.4263,0.4375,NA
2019-03-16T11:00:00Z,Lane,92.66,5.8,5.05,55.67,0.41,0,661.19,2.38,3.41,1.36,1.6,2.06,2.02,0.3674,0.3908,0.4268,0.4375,NA
2019-03-16T12:00:00Z,Lane,92.64,8.84,7.87,46.52,0.61,0,776.14,2.79,3.67,2.09,1.82,2.01,2.03,0.3675,0.391,0.4268,0.4375,NA
2019-03-16T13:00:00Z,Lane,92.6,11.32,10.42,38.32,0.83,0,830.58,2.99,3.51,3.36,2.41,1.99,2.05,0.3686,0.3911,0.4268,0.437,NA
2019-03-16T14:00:00Z,Lane,92.53,12.86,11.91,32.26,1.01,0,823.35,2.96,3.32,4.72,3.21,2.06,2.05,0.3695,0.3913,0.4268,0.4369,NA
2019-03-16T15:00:00Z,Lane,92.46,13.97,13.04,28.73,1.14,0,752.45,2.71,2.91,5.93,4.09,2.22,2.06,0.37,0.392,0.4271,0.4368,NA
2019-03-16T16:00:00Z,Lane,92.42,14.17,13.39,27.28,1.18,0,630.14,2.27,2.9,6.87,4.9,2.47,2.08,0.3705,0.3925,0.4275,0.4364,NA
2019-03-16T17:00:00Z,Lane,92.41,14.06,13.4,27.71,1.16,0,432.94,1.56,2.96,7.45,5.56,2.77,2.08,0.37,0.3929,0.4279,0.4364,NA
2019-03-16T18:00:00Z,Lane,92.4,12.97,12.63,31.3,1.03,0,218.27,0.79,3.69,7.56,5.98,3.08,2.08,0.3692,0.3929,0.4283,0.4364,NA
2019-03-16T19:00:00Z,Lane,92.42,9.73,10.34,47.87,0.64,0,48.97,0.18,2.41,7.24,6.1,3.37,2.09,0.368,0.3924,0.4288,0.4364,NA
2019-03-16T20:00:00Z,Lane,92.46,5.07,7.37,65.8,0.3,0,0.39,0,1.67,6.71,5.98,3.62,2.09,0.3666,0.3917,0.4288,0.4359,NA
2019-03-16T21:00:00Z,Lane,92.5,3.38,5.27,70.43,0.23,0,0,0,1.89,6.09,5.7,3.77,2.1,0.3653,0.3908,0.4292,0.4359,NA
2019-03-16T22:00:00Z,Lane,92.54,2.45,4.06,70.38,0.22,0,0,0,1.85,5.5,5.37,3.87,2.11,0.3642,0.3902,0.4291,0.4359,NA
2019-03-16T23:00:00Z,Lane,92.55,1.05,2.94,76.28,0.16,0,0,0,1.27,4.97,5.03,3.89,2.13,0.3631,0.3894,0.4287,0.4359,NA
2019-03-17T00:00:00Z,Lane,92.54,1.06,2.68,74.21,0.17,0,0,0,1.29,4.48,4.69,3.89,2.15,0.3621,0.3885,0.4288,0.4359,NA
2019-03-17T01:00:00Z,Lane,92.52,0.64,2.72,77.2,0.15,0,0,0,1.58,4.03,4.36,3.84,2.17,0.3612,0.3878,0.4284,0.4358,NA
2019-03-17T02:00:00Z,Lane,92.51,-0.13,1.78,80.12,0.12,0,0,0,1.54,3.63,4.04,3.76,2.2,0.3603,0.3869,0.4281,0.4353,NA
2019-03-17T03:00:00Z,Lane,92.52,-2.05,0.02,87.18,0.07,0,0,0,1.3,3.29,3.74,3.66,2.23,0.3594,0.3862,0.4277,0.4353,NA
2019-03-17T04:00:00Z,Lane,92.47,-2.1,-0.35,87.71,0.06,0,0,0,0.98,2.98,3.46,3.56,2.25,0.3585,0.3852,0.4273,0.4353,NA
2019-03-17T05:00:00Z,Lane,92.44,-2.59,-1.03,89.98,0.05,0,0.01,0,0.99,2.71,3.21,3.45,2.28,0.3574,0.3844,0.4268,0.4353,NA
2019-03-17T06:00:00Z,Lane,92.46,-2.53,-1.17,89.86,0.05,0,0,0,1.14,2.48,2.98,3.35,2.31,0.3564,0.3835,0.4264,0.4353,NA
2019-03-17T07:00:00Z,Lane,92.45,-2.64,-1.61,90.54,0.05,0,3.81,0.01,1.99,2.28,2.77,3.22,2.34,0.3555,0.3825,0.4259,0.4353,NA
2019-03-17T08:00:00Z,Lane,92.52,-1.45,-1.06,87.46,0.07,0,100.76,0.36,1.09,2.12,2.6,3.12,2.37,0.3547,0.3818,0.4255,0.4353,NA
2019-03-17T09:00:00Z,Lane,92.57,1.35,1.16,71.72,0.19,0,292.61,1.05,1.83,1.98,2.44,3.01,2.39,0.3547,0.3817,0.4251,0.435,NA
2019-03-17T10:00:00Z,Lane,92.55,2.73,2.31,69.1,0.23,0,491.37,1.77,3.19,1.88,2.32,2.9,2.41,0.3565,0.3824,0.4249,0.4347,NA
2019-03-17T11:00:00Z,Lane,92.51,5.57,4.95,60.8,0.36,0,655.39,2.36,4.26,2.1,2.31,2.81,2.44,0.3578,0.3834,0.425,0.4347,NA
2019-03-17T12:00:00Z,Lane,92.47,8.51,7.86,51.15,0.54,0,768.83,2.77,2.89,2.94,2.61,2.74,2.46,0.3587,0.3836,0.425,0.4347,NA
2019-03-17T13:00:00Z,Lane,92.44,10.83,10.19,44.82,0.72,0,824.85,2.97,2.55,4.15,3.2,2.72,2.48,0.36,0.3841,0.425,0.4347,NA
2019-03-17T14:00:00Z,Lane,92.35,12.54,11.87,41.68,0.85,0,818.53,2.95,2.91,5.45,3.97,2.79,2.49,0.3613,0.3849,0.4251,0.4342,NA
2019-03-17T15:00:00Z,Lane,92.25,13.89,13.36,34.8,1.04,0,751.27,2.7,2.54,6.59,4.81,2.95,2.5,0.3621,0.3855,0.4254,0.4342,NA
2019-03-17T16:00:00Z,Lane,92.21,14.7,14.2,31.96,1.14,0,618.97,2.23,2.13,7.46,5.58,3.19,2.51,0.3625,0.3862,0.4258,0.4342,NA
2019-03-17T17:00:00Z,Lane,92.21,15.33,14.88,30.16,1.22,0,459,1.65,1.42,8.03,6.22,3.48,2.51,0.3624,0.3865,0.4262,0.4341,NA
2019-03-17T18:00:00Z,Lane,92.21,15.32,15.05,31.44,1.19,0,247.33,0.89,1.52,8.25,6.65,3.79,2.53,0.3619,0.387,0.4268,0.434,NA
2019-03-17T19:00:00Z,Lane,92.25,12.07,13.13,47.84,0.75,0,55.7,0.2,1.38,8.07,6.84,4.08,2.53,0.3608,0.3865,0.4272,0.4336,NA
2019-03-17T20:00:00Z,Lane,92.28,7.49,9.37,63.91,0.38,0,0.39,0,1.46,7.61,6.79,4.32,2.54,0.3594,0.3859,0.4275,0.4336,NA
2019-03-17T21:00:00Z,Lane,92.34,5.45,7.2,71.66,0.26,0,0,0,1.49,7.06,6.57,4.5,2.56,0.3583,0.3853,0.4278,0.4336,NA
2019-03-17T22:00:00Z,Lane,92.4,4.29,6.25,75.16,0.21,0,0,0,1.35,6.51,6.28,4.61,2.57,0.3572,0.3845,0.428,0.4336,NA
2019-03-17T23:00:00Z,Lane,92.48,3.64,5.28,75.9,0.19,0,0,0,1.11,6,5.96,4.65,2.59,0.3561,0.3839,0.4277,0.4336,NA
2019-03-18T00:00:00Z,Lane,92.59,3.79,4.58,74.53,0.21,0,0,0,2.87,5.53,5.64,4.65,2.61,0.3553,0.3831,0.4274,0.4336,NA
2019-03-18T01:00:00Z,Lane,92.63,2.15,2.56,83.54,0.12,0,0,0,3.53,5.14,5.34,4.62,2.63,0.3545,0.3824,0.4273,0.4335,NA
2019-03-18T02:00:00Z,Lane,92.65,0.9,1.35,87.01,0.08,0,0,0,2.85,4.8,5.06,4.56,2.67,0.3538,0.3818,0.427,0.4331,NA
2019-03-18T03:00:00Z,Lane,92.66,-0.2,0.3,89.72,0.06,0,0,0,2.42,4.47,4.81,4.49,2.69,0.3532,0.3812,0.4267,0.433,NA
2019-03-18T04:00:00Z,Lane,92.63,-0.98,-0.53,91.85,0.05,0,0,0,2.36,4.16,4.55,4.41,2.72,0.3525,0.3805,0.4264,0.433,NA
2019-03-18T05:00:00Z,Lane,92.6,-1.44,-1.21,92.05,0.04,0,0,0,3.66,3.85,4.3,4.31,2.75,0.3518,0.3799,0.426,0.433,NA
2019-03-18T06:00:00Z,Lane,92.61,-1.85,-1.63,91.55,0.05,0,0,0,3.74,3.57,4.07,4.21,2.79,0.3511,0.3793,0.4257,0.433,NA
2019-03-18T07:00:00Z,Lane,92.65,-2.42,-2.19,92.16,0.04,0,3.25,0.01,3.05,3.32,3.84,4.11,2.82,0.3504,0.3787,0.4255,0.433,NA
2019-03-18T08:00:00Z,Lane,92.66,-2.16,-2.18,92.56,0.04,0,90.85,0.33,3.47,3.09,3.62,4,2.85,0.3498,0.3781,0.4251,0.433,NA
2019-03-18T09:00:00Z,Lane,92.69,-0.33,-0.69,87.96,0.07,0,260.37,0.94,3.39,2.89,3.44,3.89,2.88,0.3496,0.3777,0.4247,0.4329,NA
2019-03-18T10:00:00Z,Lane,92.72,2.14,1.52,76.43,0.17,0,481.59,1.73,3.3,2.84,3.29,3.79,2.9,0.3498,0.3774,0.4245,0.4329,NA
2019-03-18T11:00:00Z,Lane,92.68,4.59,3.96,63.92,0.31,0,560.49,2.02,3.81,3.22,3.32,3.68,2.93,0.3507,0.3778,0.4242,0.4329,NA
2019-03-18T12:00:00Z,Lane,92.61,6.93,6.21,54.76,0.45,0,749.83,2.7,4.13,3.96,3.61,3.61,2.95,0.352,0.3782,0.4242,0.4329,NA
2019-03-18T13:00:00Z,Lane,92.53,8.86,8.08,50.27,0.57,0,731.23,2.63,4.57,4.91,4.09,3.59,2.97,0.3531,0.3787,0.4242,0.4329,NA
2019-03-18T14:00:00Z,Lane,92.42,10.39,9.59,44.98,0.69,0,737.92,2.66,4.73,5.86,4.69,3.65,2.99,0.3539,0.3792,0.4242,0.4329,NA
2019-03-18T15:00:00Z,Lane,92.27,12.01,11.12,41.74,0.82,0,749.98,2.7,5.26,6.67,5.32,3.78,3.01,0.3544,0.3797,0.4244,0.4327,NA
2019-03-18T16:00:00Z,Lane,92.17,13.21,12.41,38.77,0.93,0,604.5,2.18,5.95,7.35,5.91,3.96,3.02,0.3545,0.3802,0.4247,0.4324,NA
2019-03-18T17:00:00Z,Lane,92.1,13.68,13.15,38.01,0.97,0,387.01,1.39,5.9,7.69,6.37,4.18,3.03,0.354,0.3801,0.425,0.4323,NA
2019-03-18T18:00:00Z,Lane,92.03,13.54,13.37,39.17,0.94,0,221.31,0.8,5.68,7.74,6.63,4.4,3.04,0.3532,0.3801,0.4254,0.4323,NA
2019-03-18T19:00:00Z,Lane,92,11.54,11.82,49.37,0.69,0,53.93,0.19,3.54,7.57,6.71,4.61,3.05,0.3523,0.3797,0.4254,0.4323,NA
2019-03-18T20:00:00Z,Lane,92.01,8.75,9.29,58.9,0.46,0,0.29,0,3.05,7.25,6.65,4.77,3.07,0.3514,0.3793,0.4258,0.4323,NA
2019-03-18T21:00:00Z,Lane,92.02,7.77,8.09,62.08,0.4,0,0,0,4.34,6.86,6.49,4.88,3.08,0.3506,0.3787,0.4258,0.4323,NA
2019-03-18T22:00:00Z,Lane,92.03,6.76,7.09,66.38,0.33,0,0,0,4.33,6.49,6.29,4.96,3.1,0.3497,0.3781,0.4258,0.4323,NA
2019-03-18T23:00:00Z,Lane,91.98,5.64,5.97,71.29,0.26,0,0,0,4.39,6.14,6.07,4.99,3.11,0.349,0.3777,0.4258,0.4318,NA
2019-03-19T00:00:00Z,Lane,91.94,4.74,4.98,75.05,0.21,0,0,0,3.7,5.82,5.85,4.98,3.13,0.3484,0.3771,0.4256,0.4318,NA
2019-03-19T01:00:00Z,Lane,91.9,4.13,4.28,79.21,0.17,0,0,0,3.1,5.54,5.63,4.96,3.15,0.3478,0.3766,0.4252,0.4318,NA
2019-03-19T02:00:00Z,Lane,91.91,4.04,4.22,80.43,0.16,0,0,0,1.88,5.31,5.45,4.92,3.18,0.3474,0.3762,0.4253,0.4317,NA
2019-03-19T03:00:00Z,Lane,91.85,3.45,3.62,83.5,0.13,0,0,0,2.78,5.14,5.28,4.87,3.21,0.347,0.3757,0.4251,0.4317,NA
2019-03-19T04:00:00Z,Lane,91.72,3.11,3.2,85.06,0.11,0,0,0,3.82,4.96,5.13,4.82,3.23,0.3465,0.3754,0.4248,0.4317,NA
2019-03-19T05:00:00Z,Lane,91.71,2.37,2.59,87.63,0.09,0,0,0,2.15,4.81,5,4.76,3.26,0.3461,0.375,0.4247,0.4317,NA
2019-03-19T06:00:00Z,Lane,91.73,2.56,2.67,86.81,0.1,0,0,0,2.49,4.64,4.86,4.7,3.29,0.346,0.3746,0.4243,0.4317,NA
2019-03-19T07:00:00Z,Lane,91.75,2.37,2.48,87.84,0.09,0,1.26,0,1.9,4.52,4.74,4.65,3.31,0.3455,0.3744,0.4243,0.4317,NA
2019-03-19T08:00:00Z,Lane,91.79,2.23,2.29,89.53,0.08,0,46.21,0.17,1.55,4.4,4.62,4.58,3.33,0.3454,0.3741,0.4238,0.4317,NA
2019-03-19T09:00:00Z,Lane,91.9,3.18,2.97,85.31,0.11,0,188.58,0.68,4.41,4.32,4.53,4.52,3.35,0.3454,0.3738,0.4239,0.4317,NA
2019-03-19T10:00:00Z,Lane,91.96,4.73,4.3,73.89,0.22,0,299.03,1.08,6.3,4.37,4.47,4.47,3.38,0.3454,0.3736,0.4235,0.4317,NA
2019-03-19T11:00:00Z,Lane,92,7.16,6.25,62.97,0.38,0,599.13,2.16,6.61,4.59,4.52,4.42,3.4,0.3456,0.3735,0.4234,0.4316,NA
2019-03-19T12:00:00Z,Lane,92,9.85,8.8,54.2,0.56,0,753.61,2.71,7.11,5.09,4.71,4.39,3.42,0.3462,0.3741,0.4234,0.4316,NA
2019-03-19T13:00:00Z,Lane,92.03,11.23,10.12,51.13,0.65,0,772.7,2.78,6.92,5.88,5.1,4.39,3.44,0.3471,0.3743,0.4233,0.4316,NA
2019-03-19T14:00:00Z,Lane,92.04,11.62,10.56,48.93,0.7,0,672.52,2.42,6.08,6.67,5.62,4.44,3.46,0.3475,0.3745,0.4233,0.4316,NA
2019-03-19T15:00:00Z,Lane,92.01,11.87,11,45.16,0.76,0,514.09,1.85,5.63,7.3,6.13,4.56,3.47,0.3476,0.3749,0.4235,0.4316,NA
2019-03-19T16:00:00Z,Lane,92,12.46,11.68,39.82,0.87,0,476.06,1.71,5.64,7.75,6.58,4.71,3.49,0.3476,0.3751,0.4237,0.4314,NA
2019-03-19T17:00:00Z,Lane,92,12.25,11.7,38.06,0.88,0,340.35,1.23,5.45,7.96,6.89,4.88,3.5,0.3471,0.3753,0.4241,0.4311,NA
2019-03-19T18:00:00Z,Lane,92.02,11.15,10.92,44.4,0.74,0,148.5,0.53,4.2,7.96,7.07,5.05,3.52,0.3464,0.3746,0.4242,0.431,NA
2019-03-19T19:00:00Z,Lane,92.09,8.56,8.99,59.96,0.45,0,44.32,0.16,2.39,7.76,7.1,5.21,3.53,0.3455,0.3744,0.4246,0.431,NA
2019-03-19T20:00:00Z,Lane,92.2,5.3,5.78,76.31,0.21,0,0.43,0,4.74,7.39,6.99,5.33,3.54,0.3446,0.374,0.4245,0.431,NA
2019-03-19T21:00:00Z,Lane,92.32,2.66,2.92,90.89,0.07,0,0,0,3.62,6.91,6.77,5.42,3.56,0.3435,0.3733,0.4245,0.431,NA
2019-03-19T22:00:00Z,Lane,92.36,0.75,1.55,95.63,0.03,0,0,0,1.79,6.45,6.49,5.45,3.58,0.3425,0.3727,0.4245,0.431,NA
2019-03-19T23:00:00Z,Lane,92.39,-1.53,0.76,96.92,0.02,0,0,0,1.51,5.99,6.19,5.45,3.6,0.3416,0.3718,0.4245,0.431,NA
2019-03-20T00:00:00Z,Lane,92.39,-2.45,-0.68,97.61,0.01,0,0,0,1.77,5.52,5.87,5.41,3.62,0.3406,0.3711,0.424,0.431,NA
2019-03-20T01:00:00Z,Lane,92.39,-2.38,-1.52,97.68,0.01,0,0,0,2.15,5.09,5.55,5.34,3.64,0.3398,0.3706,0.4239,0.431,NA
2019-03-20T02:00:00Z,Lane,92.41,-1.84,-1.17,97.34,0.01,0,0,0,2.12,4.71,5.24,5.25,3.66,0.3392,0.3699,0.4236,0.431,NA
2019-03-20T03:00:00Z,Lane,92.4,-2.25,-1.84,96.86,0.02,0,0,0,2.06,4.38,4.95,5.15,3.69,0.3385,0.3692,0.4231,0.431,NA
2019-03-20T04:00:00Z,Lane,92.36,-1.96,-1.44,95.59,0.02,0,0,0,2.17,4.08,4.69,5.03,3.71,0.3379,0.3686,0.4228,0.431,NA
2019-03-20T05:00:00Z,Lane,92.32,-1.98,-1.6,90.5,0.05,0,0,0,2.75,3.82,4.44,4.91,3.74,0.3373,0.3681,0.4225,0.4309,NA
2019-03-20T06:00:00Z,Lane,92.33,-2.46,-1.96,88.71,0.06,0,0,0,2.41,3.57,4.22,4.79,3.76,0.3367,0.3676,0.4222,0.4309,NA
2019-03-20T07:00:00Z,Lane,92.35,-2.97,-2.46,88.78,0.06,0,7.58,0.03,2.27,3.35,4.01,4.67,3.78,0.3362,0.367,0.4218,0.4309,NA
2019-03-20T08:00:00Z,Lane,92.36,-1.54,-1.4,87.51,0.07,0,159.36,0.57,2.74,3.15,3.8,4.55,3.8,0.3355,0.3665,0.4214,0.4309,NA
2019-03-20T09:00:00Z,Lane,92.39,1.54,1.33,81.95,0.13,0,332.47,1.2,3.37,2.98,3.62,4.43,3.82,0.3355,0.366,0.4211,0.4308,NA
2019-03-20T10:00:00Z,Lane,92.38,5.53,5.11,62.62,0.34,0,512.23,1.84,4.49,2.98,3.5,4.31,3.84,0.3362,0.3662,0.4208,0.4306,NA
2019-03-20T11:00:00Z,Lane,92.35,8.86,8.28,40.76,0.68,0,679.11,2.44,5.75,3.49,3.58,4.21,3.85,0.3373,0.3667,0.4206,0.4304,NA
2019-03-20T12:00:00Z,Lane,92.31,11.1,10.34,30.73,0.92,0,792.52,2.85,5.97,4.32,3.91,4.13,3.86,0.3387,0.3673,0.4203,0.4303,NA
2019-03-20T13:00:00Z,Lane,92.24,12.89,12.04,25.66,1.11,0,847.34,3.05,5.74,5.3,4.42,4.13,3.87,0.3397,0.3678,0.4203,0.4304,NA
2019-03-20T14:00:00Z,Lane,92.16,14.31,13.47,19.43,1.31,0,840.31,3.03,5.78,6.3,5.05,4.19,3.88,0.3406,0.3683,0.4207,0.4303,NA
2019-03-20T15:00:00Z,Lane,92.07,15.45,14.64,16.32,1.47,0,768.71,2.77,5.73,7.19,5.73,4.32,3.89,0.341,0.3688,0.4208,0.4304,NA
2019-03-20T16:00:00Z,Lane,92.04,16.12,15.43,17.53,1.51,0,642.61,2.31,5.23,7.85,6.34,4.51,3.89,0.341,0.3691,0.4211,0.4303,NA
2019-03-20T17:00:00Z,Lane,92,16.43,15.96,20.37,1.49,0,459.24,1.65,5.36,8.22,6.82,4.73,3.89,0.3404,0.3693,0.4216,0.4303,NA
2019-03-20T18:00:00Z,Lane,92,16.22,16.08,21.67,1.44,0,265.15,0.95,5.07,8.31,7.13,4.96,3.89,0.3395,0.3692,0.422,0.43,NA
2019-03-20T19:00:00Z,Lane,92.04,13.6,14.49,30.41,1.1,0,33.34,0.12,2.73,8.08,7.23,5.17,3.9,0.3385,0.36870000000000003,0.4221,0.4298,NA
2019-03-20T20:00:00Z,Lane,92.08,7.42,11.64,48.34,0.54,0,0.51,0,1.73,7.69,7.15,5.34,3.9,0.3374,0.3681,0.4224,0.4298,NA
2019-03-20T21:00:00Z,Lane,92.13,4.42,10.08,61.26,0.32,0,0,0,1.8,7.19,6.94,5.47,3.91,0.3361,0.3675,0.4224,0.4298,NA
2019-03-20T22:00:00Z,Lane,92.18,4.07,7.61,65.87,0.28,0,0,0,2.1,6.69,6.66,5.53,3.91,0.3352,0.3668,0.4224,0.4298,NA
2019-03-20T23:00:00Z,Lane,92.25,4.57,6.05,62.6,0.32,0,0,0,2.61,6.24,6.36,5.55,3.92,0.3344,0.3662,0.4224,0.4298,NA
2019-03-21T00:00:00Z,Lane,92.3,2.34,4.71,72.62,0.2,0,0,0,1.92,5.86,6.08,5.53,3.94,0.3337,0.3655,0.4221,0.4298,NA
2019-03-21T01:00:00Z,Lane,92.31,0.56,3.56,79.94,0.13,0,0,0,1.24,5.5,5.81,5.48,3.95,0.333,0.3649,0.4219,0.4298,NA
2019-03-21T02:00:00Z,Lane,92.31,-0.61,2.91,84.1,0.09,0,0,0,1.24,5.15,5.54,5.41,3.97,0.3322,0.3643,0.4217,0.4298,NA
2019-03-21T03:00:00Z,Lane,92.32,-1.27,3.01,86.81,0.07,0,0.01,0,1.3,4.8,5.28,5.33,3.99,0.3315,0.3638,0.4214,0.4297,NA
2019-03-21T04:00:00Z,Lane,92.29,-1.32,2.28,88.06,0.07,0,0,0,1.29,4.48,5.01,5.23,4.01,0.3309,0.3631,0.4211,0.4297,NA
2019-03-21T05:00:00Z,Lane,92.31,-2.33,0.92,90.38,0.05,0,0,0,1.21,4.18,4.76,5.13,4.03,0.3303,0.3626,0.4208,0.4297,NA
2019-03-21T06:00:00Z,Lane,92.34,-2.28,0.38,90.38,0.05,0,0,0,1.29,3.9,4.53,5.02,4.05,0.3298,0.362,0.4205,0.4297,NA
2019-03-21T07:00:00Z,Lane,92.35,-2.43,-0.43,91.49,0.04,0,7.19,0.03,1.75,3.64,4.3,4.91,4.07,0.3292,0.3616,0.42,0.4297,NA
2019-03-21T08:00:00Z,Lane,92.38,-0.5,-0.24,87.85,0.07,0,120.32,0.43,2.06,3.43,4.08,4.79,4.09,0.3289,0.3611,0.4197,0.4297,NA
2019-03-21T09:00:00Z,Lane,92.42,3.91,3.66,78.67,0.18,0,317.03,1.14,2.31,3.28,3.9,4.67,4.1,0.3289,0.3609,0.4193,0.4297,NA
2019-03-21T10:00:00Z,Lane,92.4,7.1,6.64,65.78,0.35,0,512.72,1.85,2.46,3.39,3.81,4.56,4.12,0.3294,0.3609,0.4191,0.4294,NA
2019-03-21T11:00:00Z,Lane,92.36,9.94,9.38,55.17,0.55,0,684.36,2.46,1.9,4.02,3.96,4.46,4.13,0.3311,0.3614,0.4188,0.4292,NA
2019-03-21T12:00:00Z,Lane,92.3,12.87,12.25,43.14,0.85,0,799.59,2.88,1.91,5.05,4.4,4.4,4.14,0.3331,0.3624,0.4186,0.4291,NA
2019-03-21T13:00:00Z,Lane,92.22,14.84,14.26,34.83,1.1,0,857.98,3.09,1.98,6.35,5.08,4.42,4.15,0.3349,0.3635,0.419,0.4291,NA
2019-03-21T14:00:00Z,Lane,92.14,16.35,15.72,28.71,1.33,0,848.32,3.05,1.72,7.65,5.93,4.53,4.16,0.3363,0.3645,0.4192,0.4291,NA
2019-03-21T15:00:00Z,Lane,92.05,17.33,16.64,28.26,1.42,0,703.8,2.53,1.98,8.83,6.83,4.73,4.16,0.3372,0.3655,0.4197,0.4291,NA
2019-03-21T16:00:00Z,Lane,92,17.75,17.27,26.17,1.5,0,561.68,2.02,2.36,9.66,7.64,5,4.16,0.3371,0.3663,0.4203,0.4291,NA
2019-03-21T17:00:00Z,Lane,91.97,17.51,17.16,26.13,1.48,0,332.72,1.2,2.24,10.07,8.23,5.31,4.17,0.3369,0.3666,0.421,0.4291,NA
2019-03-21T18:00:00Z,Lane,91.95,16.38,16.4,33.06,1.25,0,107.69,0.39,2.49,10.09,8.57,5.64,4.17,0.336,0.3666,0.4215,0.4291,NA
2019-03-21T19:00:00Z,Lane,91.92,13.65,14.34,49.18,0.8,0,24.3,0.09,2.15,9.82,8.66,5.92,4.18,0.3348,0.3663,0.422,0.4291,NA
2019-03-21T20:00:00Z,Lane,91.91,10.54,11.79,61.72,0.49,0,0.37,0,2,9.42,8.57,6.15,4.18,0.3337,0.3656,0.4223,0.429,NA
2019-03-21T21:00:00Z,Lane,91.95,8.61,9.65,67.51,0.36,0,0,0,2.47,8.94,8.38,6.33,4.19,0.3324,0.365,0.4225,0.4288,NA
2019-03-21T22:00:00Z,Lane,91.97,7.7,8.42,71.43,0.3,0,0,0,2.68,8.46,8.14,6.42,4.2,0.3317,0.3643,0.4225,0.4286,NA
2019-03-21T23:00:00Z,Lane,91.98,5.98,6.87,78.51,0.2,0,0,0,2.15,8.03,7.86,6.47,4.21,0.3307,0.3637,0.4225,0.4286,NA
2019-03-22T00:00:00Z,Lane,91.99,4.77,5.75,81.87,0.16,0,0,0,2.26,7.62,7.59,6.48,4.23,0.3299,0.3631,0.4225,0.4286,NA
2019-03-22T01:00:00Z,Lane,91.99,5.24,5.83,77.62,0.2,0,0,0,3.3,7.23,7.31,6.46,4.25,0.3291,0.3624,0.4222,0.4286,NA
2019-03-22T02:00:00Z,Lane,91.99,4.67,5,80.34,0.17,0,0,0,2.73,6.88,7.05,6.42,4.28,0.3286,0.3618,0.422,0.4289,NA
2019-03-22T03:00:00Z,Lane,91.95,5.75,6.03,75.16,0.23,0,0,0,3.63,6.63,6.82,6.35,4.31,0.328,0.3614,0.4217,0.429,NA
2019-03-22T04:00:00Z,Lane,91.89,5.59,5.87,75.35,0.22,0,0,0,3.85,6.45,6.63,6.28,4.33,0.3279,0.3609,0.4215,0.429,NA
2019-03-22T05:00:00Z,Lane,91.86,6.06,6.31,74.89,0.24,0,0,0,4.12,6.29,6.48,6.21,4.37,0.3274,0.3608,0.4214,0.429,NA
2019-03-22T06:00:00Z,Lane,91.86,6.75,6.97,73.88,0.26,0,0,0,3.74,6.17,6.35,6.14,4.4,0.3274,0.3604,0.4211,0.429,NA
2019-03-22T07:00:00Z,Lane,91.88,6.47,6.72,76.16,0.23,0,2.73,0.01,3.11,6.09,6.25,6.07,4.43,0.3272,0.3604,0.4211,0.429,NA
2019-03-22T08:00:00Z,Lane,91.89,7.13,7.25,73,0.27,0,66.64,0.24,3.79,6.02,6.17,6,4.45,0.3268,0.3599,0.4206,0.4289,NA
2019-03-22T09:00:00Z,Lane,91.9,9.16,8.96,65.64,0.4,0,246.1,0.89,5.32,6.01,6.11,5.95,4.49,0.327,0.3598,0.4206,0.4289,NA
2019-03-22T10:00:00Z,Lane,91.89,10.98,10.62,57.14,0.56,0,289.51,1.04,6.79,6.17,6.12,5.89,4.5,0.3275,0.3598,0.4204,0.4289,NA
2019-03-22T11:00:00Z,Lane,91.89,12.05,11.89,54.03,0.65,0,225.89,0.81,6.37,6.5,6.25,5.86,4.53,0.3279,0.3602,0.4201,0.4289,NA
2019-03-22T12:00:00Z,Lane,91.94,10.04,10.13,71.41,0.36,0.76,139.43,0.5,5.08,6.78,6.43,5.85,4.56,0.3284,0.3606,0.4201,0.4289,NA
2019-03-22T13:00:00Z,Lane,91.85,10.07,9.99,74,0.32,0,255.82,0.92,4.83,6.94,6.57,5.87,4.58,0.3299,0.3618,0.4201,0.4289,NA
2019-03-22T14:00:00Z,Lane,91.76,9.17,9.19,81.83,0.21,0.51,89.59,0.32,3.94,7.17,6.73,5.9,4.6,0.3306,0.3623,0.4206,0.4289,NA
