TIMESTAMP,STATION,TEMP2MAVG,RELHUM2MAVG,VPDEFAVG,PRECIP,SRAVG,SR,WSPD2MAVG,VWC5CM,VWC10CM,PRESSUREAVG,TEMP2MMIN,TEMP2MMAX
2015-01-01T00:00:00Z,Lane,-12.53,74.3,0.06,0,0,0,3.03,NA,NA,NA,NA,NA
2015-01-01T01:00:00Z,Lane,-11.95,72.12,0.07,0,0.01,0,2.16,NA,NA,NA,NA,NA
2015-01-01T02:00:00Z,Lane,-11.28,66.07,0.09,0,0,0,2.95,NA,NA,NA,NA,NA
2015-01-01T03:00:00Z,Lane,-11.44,64.59,0.09,0,0,0,2.53,NA,NA,NA,NA,NA
2015-01-01T04:00:00Z,Lane,-11.68,66.44,0.08,0,0,0,2.09,NA,NA,NA,NA,NA
2015-01-01T05:00:00Z,Lane,-12.26,70.34,0.07,0,0,0,2.35,NA,NA,NA,NA,NA
2015-01-01T06:00:00Z,Lane,-12.46,69.3,0.07,0,0,0,2.57,NA,NA,NA,NA,NA
2015-01-01T07:00:00Z,Lane,-12.05,68.51,0.08,0,0,0,2.72,NA,NA,NA,NA,NA
2015-01-01T08:00:00Z,Lane,-12.38,70.2,0.07,0,0.59,0,3.26,NA,NA,NA,NA,NA
2015-01-01T09:00:00Z,Lane,-11.26,66.96,0.09,0,45.16,0.16,2.94,NA,NA,NA,NA,NA
2015-01-01T10:00:00Z,Lane,-10.02,63.36,0.1,0,136.29,0.49,2.87,NA,NA,NA,NA,NA
2015-01-01T11:00:00Z,Lane,-8.64,61.8,0.12,0,245.65,0.88,2.35,NA,NA,NA,NA,NA
2015-01-01T12:00:00Z,Lane,-6.59,58.86,0.15,0,199.38,0.72,2.44,NA,NA,NA,NA,NA
2015-01-01T13:00:00Z,Lane,-5.68,58.41,0.17,0,215.58,0.78,2.53,NA,NA,NA,NA,NA
2015-01-01T14:00:00Z,Lane,-4.66,58.45,0.18,0,341.64,1.23,3.65,NA,NA,NA,NA,NA
2015-01-01T15:00:00Z,Lane,-4.03,55.39,0.2,0,328.14,1.18,2.59,NA,NA,NA,NA,NA
2015-01-01T16:00:00Z,Lane,-4,55.32,0.2,0,183,0.66,2.16,NA,NA,NA,NA,NA
2015-01-01T17:00:00Z,Lane,-3.53,57.72,0.2,0,84.62,0.3,1.98,NA,NA,NA,NA,NA
2015-01-01T18:00:00Z,Lane,-3.3,59.95,0.19,0,9.1,0.03,1.72,NA,NA,NA,NA,NA
2015-01-01T19:00:00Z,Lane,-3.37,63.41,0.17,0,0,0,1.48,NA,NA,NA,NA,NA
2015-01-01T20:00:00Z,Lane,-3.2,63.95,0.17,0,0,0,1.6,NA,NA,NA,NA,NA
2015-01-01T21:00:00Z,Lane,-3.38,66.75,0.16,0,0,0,1.36,NA,NA,NA,NA,NA
2015-01-01T22:00:00Z,Lane,-5.33,81.24,0.08,0,0,0,1.05,NA,NA,NA,NA,NA
2015-01-01T23:00:00Z,Lane,-6.82,82.33,0.06,0,0,0,1.42,NA,NA,NA,NA,NA
2015-01-02T00:00:00Z,Lane,-7.39,80.71,0.07,0,0,0,1.69,NA,NA,NA,NA,NA
2015-01-02T01:00:00Z,Lane,-8.6,81.61,0.06,0,0,0,2.14,NA,NA,NA,NA,NA
2015-01-02T02:00:00Z,Lane,-9.41,79.74,0.06,0,0,0,2.96,NA,NA,NA,NA,NA
2015-01-02T03:00:00Z,Lane,-9.73,75.95,0.07,0,0,0,2.62,NA,NA,NA,NA,NA
2015-01-02T04:00:00Z,Lane,-10.82,76.33,0.06,0,0,0,1.91,NA,NA,NA,NA,NA
2015-01-02T05:00:00Z,Lane,-12.29,77.66,0.05,0,0,0,2.18,NA,NA,NA,NA,NA
2015-01-02T06:00:00Z,Lane,-12.83,78.14,0.05,0,0,0,2.78,NA,NA,NA,NA,NA
2015-01-02T07:00:00Z,Lane,-12.65,77.51,0.05,0,0,0,1.84,NA,NA,NA,NA,NA
2015-01-02T08:00:00Z,Lane,-13.51,79.77,0.04,0,0.66,0,2.56,NA,NA,NA,NA,NA
2015-01-02T09:00:00Z,Lane,-13.53,82.42,0.04,0,19.98,0.07,2.23,NA,NA,NA,NA,NA
2015-01-02T10:00:00Z,Lane,-12.18,81.16,0.05,0,123.78,0.45,1.65,NA,NA,NA,NA,NA
2015-01-02T11:00:00Z,Lane,-10.54,78.88,0.06,0,182.23,0.66,2.56,NA,NA,NA,NA,NA
2015-01-02T12:00:00Z,Lane,-7.02,74.64,0.09,0,333.79,1.2,2.86,NA,NA,NA,NA,NA
2015-01-02T13:00:00Z,Lane,-4.2,67.16,0.15,0,423.44,1.52,3.42,NA,NA,NA,NA,NA
2015-01-02T14:00:00Z,Lane,-2.6,62.75,0.19,0,378.84,1.36,2.74,NA,NA,NA,NA,NA
2015-01-02T15:00:00Z,Lane,-1.67,59.83,0.22,0,289.29,1.04,1.77,NA,NA,NA,NA,NA
2015-01-02T16:00:00Z,Lane,-1.32,61.06,0.22,0,210.42,0.76,2.05,NA,NA,NA,NA,NA
2015-01-02T17:00:00Z,Lane,-1.89,66.66,0.18,0,86.65,0.31,1.07,NA,NA,NA,NA,NA
2015-01-02T18:00:00Z,Lane,-3.83,73.94,0.12,0,9.69,0.03,0.39,NA,NA,NA,NA,NA
2015-01-02T19:00:00Z,Lane,-5.9,79.25,0.08,0,0,0,0.34,NA,NA,NA,NA,NA
2015-01-02T20:00:00Z,Lane,-7.95,84.37,0.05,0,0,0,1.04,NA,NA,NA,NA,NA
2015-01-02T21:00:00Z,Lane,-9.13,87.7,0.04,0,0,0,1.07,NA,NA,NA,NA,NA
2015-01-02T22:00:00Z,Lane,-7.94,87.85,0.04,0,0,0,1.3,NA,NA,NA,NA,NA
2015-01-02T23:00:00Z,Lane,-5.79,85.18,0.06,0,0,0,2.54,NA,NA,NA,NA,NA
2015-01-03T00:00:00Z,Lane,-5.17,84.1,0.07,0,0,0,1.45,NA,NA,NA,NA,NA
2015-01-03T01:00:00Z,Lane,-5.23,84.04,0.07,0,0,0,2.01,NA,NA,NA,NA,NA
2015-01-03T02:00:00Z,Lane,-5.16,82.92,0.07,0,0,0,2.48,NA,NA,NA,NA,NA
2015-01-03T03:00:00Z,Lane,-4.42,82.36,0.08,0,0,0,2.38,NA,NA,NA,NA,NA
2015-01-03T04:00:00Z,Lane,-3.45,78.36,0.1,0,0,0,2.65,NA,NA,NA,NA,NA
2015-01-03T05:00:00Z,Lane,-4.17,81.38,0.08,0,0,0,1.91,NA,NA,NA,NA,NA
2015-01-03T06:00:00Z,Lane,-4.45,84.67,0.07,0,0,0,1.41,NA,NA,NA,NA,NA
2015-01-03T07:00:00Z,Lane,-3.56,83.44,0.08,0,0,0,0.92,NA,NA,NA,NA,NA
2015-01-03T08:00:00Z,Lane,-2.43,78.58,0.11,0,0.66,0,2.39,NA,NA,NA,NA,NA
2015-01-03T09:00:00Z,Lane,-2.17,78.37,0.11,0,31.12,0.11,2.32,NA,NA,NA,NA,NA
2015-01-03T10:00:00Z,Lane,-1.8,78.65,0.11,0,92.98,0.33,2.2,NA,NA,NA,NA,NA
2015-01-03T11:00:00Z,Lane,-0.5,77.06,0.14,0,167.13,0.6,2.16,NA,NA,NA,NA,NA
2015-01-03T12:00:00Z,Lane,0.94,70.58,0.19,0,244.98,0.88,2.15,NA,NA,NA,NA,NA
2015-01-03T13:00:00Z,Lane,0.48,67.51,0.21,0,274.41,0.99,2.18,NA,NA,NA,NA,NA
2015-01-03T14:00:00Z,Lane,1.1,68.26,0.21,0,187.78,0.68,2.21,NA,NA,NA,NA,NA
2015-01-03T15:00:00Z,Lane,0.38,72.12,0.18,0,104.28,0.38,5.01,NA,NA,NA,NA,NA
2015-01-03T16:00:00Z,Lane,-0.89,82.82,0.1,0,58.02,0.21,6.05,NA,NA,NA,NA,NA
2015-01-03T17:00:00Z,Lane,-1.31,95.32,0.03,0,25.21,0.09,5.78,NA,NA,NA,NA,NA
2015-01-03T18:00:00Z,Lane,-4.62,94.07,0.02,0,5.23,0.02,10.51,NA,NA,NA,NA,NA
2015-01-03T19:00:00Z,Lane,-9.04,89.93,0.03,0,0,0,9.86,NA,NA,NA,NA,NA
2015-01-03T20:00:00Z,Lane,-10.8,88.31,0.03,0,0,0,11.41,NA,NA,NA,NA,NA
2015-01-03T21:00:00Z,Lane,-11.55,87.81,0.03,0,0,0,9.85,NA,NA,NA,NA,NA
2015-01-03T22:00:00Z,Lane,-11.78,87.15,0.03,0,0,0,10.12,NA,NA,NA,NA,NA
2015-01-03T23:00:00Z,Lane,-11.95,86.71,0.03,0,0,0,10.2,NA,NA,NA,NA,NA
2015-01-04T00:00:00Z,Lane,-12.25,85.96,0.03,0,0,0,9.84,NA,NA,NA,NA,NA
2015-01-04T01:00:00Z,Lane,-12.63,85.19,0.03,0,0,0,9.22,NA,NA,NA,NA,NA
2015-01-04T02:00:00Z,Lane,-13.27,83.83,0.04,0,0,0,8.05,NA,NA,NA,NA,NA
2015-01-04T03:00:00Z,Lane,-14.02,80.69,0.04,0,0,0,5.84,NA,NA,NA,NA,NA
2015-01-04T04:00:00Z,Lane,-14.74,77.39,0.04,0,0,0,5.61,NA,NA,NA,NA,NA
2015-01-04T05:00:00Z,Lane,-15.47,75.73,0.04,0,0,0,5,NA,NA,NA,NA,NA
2015-01-04T06:00:00Z,Lane,-16.14,74.72,0.04,0,0,0,4.6,NA,NA,NA,NA,NA
2015-01-04T07:00:00Z,Lane,-16.67,73.03,0.04,0,0,0,3.84,NA,NA,NA,NA,NA
2015-01-04T08:00:00Z,Lane,-17.17,73.71,0.04,0,1.31,0,3.78,NA,NA,NA,NA,NA
2015-01-04T09:00:00Z,Lane,-16.97,72.16,0.05,0,70.11,0.25,3.66,NA,NA,NA,NA,NA
2015-01-04T10:00:00Z,Lane,-15.54,67.7,0.06,0,209.82,0.76,3.91,NA,NA,NA,NA,NA
2015-01-04T11:00:00Z,Lane,-14.27,59.31,0.08,0,342.66,1.23,4.08,NA,NA,NA,NA,NA
2015-01-04T12:00:00Z,Lane,-12.87,51.18,0.11,0,435.76,1.57,2.63,NA,NA,NA,NA,NA
2015-01-04T13:00:00Z,Lane,-10.88,42.16,0.16,0.51,479.01,1.72,0.93,NA,NA,NA,NA,NA
2015-01-04T14:00:00Z,Lane,-9.9,38.95,0.18,0,463.34,1.67,1.47,NA,NA,NA,NA,NA
2015-01-04T15:00:00Z,Lane,-9.13,39.01,0.19,0,406.49,1.46,2.69,NA,NA,NA,NA,NA
2015-01-04T16:00:00Z,Lane,-8.55,41.29,0.19,0,288.78,1.04,2.72,NA,NA,NA,NA,NA
2015-01-04T17:00:00Z,Lane,-8.3,40.14,0.2,0,148.17,0.53,2.25,NA,NA,NA,NA,NA
2015-01-04T18:00:00Z,Lane,-9.19,50.38,0.15,0,30.34,0.11,1.01,NA,NA,NA,NA,NA
2015-01-04T19:00:00Z,Lane,-10.68,62.89,0.1,0,0,0,0.95,NA,NA,NA,NA,NA
2015-01-04T20:00:00Z,Lane,-11.47,66.23,0.09,0,0,0,2.32,NA,NA,NA,NA,NA
2015-01-04T21:00:00Z,Lane,-12.56,69.82,0.07,0,0,0,2.37,NA,NA,NA,NA,NA
2015-01-04T22:00:00Z,Lane,-14.4,75.51,0.05,0,0,0,2.09,NA,NA,NA,NA,NA
2015-01-04T23:00:00Z,Lane,-15.78,77.07,0.04,0,0,0,1.54,NA,NA,NA,NA,NA
2015-01-05T00:00:00Z,Lane,-15.74,75.25,0.04,0,0,0,1.79,NA,NA,NA,NA,NA
2015-01-05T01:00:00Z,Lane,-15.46,74.22,0.05,0,0,0,1.74,NA,NA,NA,NA,NA
2015-01-05T02:00:00Z,Lane,-16.23,76.3,0.04,0,0,0,1.29,NA,NA,NA,NA,NA
2015-01-05T03:00:00Z,Lane,-16.2,75.82,0.04,0,0,0,2.48,NA,NA,NA,NA,NA
2015-01-05T04:00:00Z,Lane,-16.33,75.99,0.04,0,0,0,1.7,NA,NA,NA,NA,NA
2015-01-05T05:00:00Z,Lane,-16.54,78.2,0.04,0,0,0,2.35,NA,NA,NA,NA,NA
2015-01-05T06:00:00Z,Lane,-17.03,80.18,0.03,0,0,0,2.43,NA,NA,NA,NA,NA
2015-01-05T07:00:00Z,Lane,-16.99,81.47,0.03,0,0,0,3.53,NA,NA,NA,NA,NA
2015-01-05T08:00:00Z,Lane,-16.1,80.39,0.03,0,2.4,0.01,4.81,NA,NA,NA,NA,NA
2015-01-05T09:00:00Z,Lane,-15.07,79.43,0.04,0,37.52,0.14,6.08,NA,NA,NA,NA,NA
2015-01-05T10:00:00Z,Lane,-13.23,77.86,0.05,0,180.09,0.65,6.94,NA,NA,NA,NA,NA
2015-01-05T11:00:00Z,Lane,-9.71,80.01,0.06,0,239.12,0.86,8.24,NA,NA,NA,NA,NA
2015-01-05T12:00:00Z,Lane,-7.35,84.52,0.05,0,301.92,1.09,8.71,NA,NA,NA,NA,NA
2015-01-05T13:00:00Z,Lane,-5.7,84.6,0.06,0,321.99,1.16,9.33,NA,NA,NA,NA,NA
2015-01-05T14:00:00Z,Lane,-3.56,83.67,0.08,0,300.6,1.08,7.42,NA,NA,NA,NA,NA
2015-01-05T15:00:00Z,Lane,-1.61,81.43,0.1,0,249.82,0.9,5.71,NA,NA,NA,NA,NA
2015-01-05T16:00:00Z,Lane,-0.34,79.23,0.12,0,164.22,0.59,3.82,NA,NA,NA,NA,NA
2015-01-05T17:00:00Z,Lane,-0.05,80.13,0.12,0,70.95,0.26,2.14,NA,NA,NA,NA,NA
2015-01-05T18:00:00Z,Lane,-1.92,84.47,0.08,0,10.57,0.04,0.61,NA,NA,NA,NA,NA
2015-01-05T19:00:00Z,Lane,-2.41,88.32,0.06,0,0,0,2.11,NA,NA,NA,NA,NA
2015-01-05T20:00:00Z,Lane,-2.02,85.08,0.08,0,0,0,2.14,NA,NA,NA,NA,NA
2015-01-05T21:00:00Z,Lane,-2.08,81.99,0.09,0,0,0,2.33,NA,NA,NA,NA,NA
2015-01-05T22:00:00Z,Lane,-3.02,82.73,0.08,0,0,0,3.14,NA,NA,NA,NA,NA
2015-01-05T23:00:00Z,Lane,-3.53,81.44,0.09,0,0,0,2.03,NA,NA,NA,NA,NA
2015-01-06T00:00:00Z,Lane,-4,81.63,0.08,0,0,0,1.91,NA,NA,NA,NA,NA
2015-01-06T01:00:00Z,Lane,-3.84,80.72,0.09,0,0,0,2.22,NA,NA,NA,NA,NA
2015-01-06T02:00:00Z,Lane,-3,80.32,0.1,0,0,0,1.72,NA,NA,NA,NA,NA
2015-01-06T03:00:00Z,Lane,-3.06,81.29,0.09,0,0,0,1.43,NA,NA,NA,NA,NA
2015-01-06T04:00:00Z,Lane,-4.55,82,0.08,0,0,0,1.57,NA,NA,NA,NA,NA
2015-01-06T05:00:00Z,Lane,-5.46,84.54,0.06,0,0,0,1.52,NA,NA,NA,NA,NA
2015-01-06T06:00:00Z,Lane,-7.76,89.33,0.04,0,0,0,1.44,NA,NA,NA,NA,NA
2015-01-06T07:00:00Z,Lane,-8.62,90.14,0.03,0,0,0,0.82,NA,NA,NA,NA,NA
2015-01-06T08:00:00Z,Lane,-9.29,90.59,0.03,0,1.08,0,1.11,NA,NA,NA,NA,NA
2015-01-06T09:00:00Z,Lane,-9.52,90.55,0.03,0,56.08,0.2,1.01,NA,NA,NA,NA,NA
2015-01-06T10:00:00Z,Lane,-7.93,85.18,0.05,0,214.97,0.77,1.09,NA,NA,NA,NA,NA
2015-01-06T11:00:00Z,Lane,-6.31,77.74,0.09,0,337.72,1.22,1.19,NA,NA,NA,NA,NA
2015-01-06T12:00:00Z,Lane,-4.33,70.17,0.13,0,428.48,1.54,1.41,NA,NA,NA,NA,NA
2015-01-06T13:00:00Z,Lane,-2.82,67.56,0.16,0,464.3,1.67,2.36,NA,NA,NA,NA,NA
2015-01-06T14:00:00Z,Lane,-1.18,67.67,0.18,0,453.46,1.63,3.6,NA,NA,NA,NA,NA
2015-01-06T15:00:00Z,Lane,0.72,67.46,0.21,0,377.18,1.36,3.75,NA,NA,NA,NA,NA
2015-01-06T16:00:00Z,Lane,1.76,68.42,0.22,0,269.59,0.97,4.36,NA,NA,NA,NA,NA
2015-01-06T17:00:00Z,Lane,1.96,69.91,0.21,0,121.53,0.44,3.32,NA,NA,NA,NA,NA
2015-01-06T18:00:00Z,Lane,0.7,77.12,0.15,0,24.56,0.09,1.21,NA,NA,NA,NA,NA
2015-01-06T19:00:00Z,Lane,-1.01,85.62,0.08,0,0,0,2.05,NA,NA,NA,NA,NA
2015-01-06T20:00:00Z,Lane,-0.15,83.39,0.1,0,0,0,3.24,NA,NA,NA,NA,NA
2015-01-06T21:00:00Z,Lane,0.06,82.38,0.11,0,0,0,3.83,NA,NA,NA,NA,NA
2015-01-06T22:00:00Z,Lane,-0.39,83.73,0.1,0,0,0,3.29,NA,NA,NA,NA,NA
2015-01-06T23:00:00Z,Lane,-2.29,84.83,0.08,0,0,0,6.37,NA,NA,NA,NA,NA
2015-01-07T00:00:00Z,Lane,-6.24,75.48,0.09,0,0,0,7.86,NA,NA,NA,NA,NA
2015-01-07T01:00:00Z,Lane,-6.71,75.96,0.09,0,0,0,8.49,NA,NA,NA,NA,NA
2015-01-07T02:00:00Z,Lane,-8.66,74.25,0.08,0,0,0,9.02,NA,NA,NA,NA,NA
2015-01-07T03:00:00Z,Lane,-9.59,74.04,0.08,0,0,0,7.48,NA,NA,NA,NA,NA
2015-01-07T04:00:00Z,Lane,-10.07,74.36,0.07,0,0,0,8,NA,NA,NA,NA,NA
2015-01-07T05:00:00Z,Lane,-10.32,72.6,0.08,0,0,0,7.64,NA,NA,NA,NA,NA
2015-01-07T06:00:00Z,Lane,-10.66,67.67,0.09,0,0,0,7.44,NA,NA,NA,NA,NA
2015-01-07T07:00:00Z,Lane,-10.82,68.81,0.08,0,0,0,7.22,NA,NA,NA,NA,NA
2015-01-07T08:00:00Z,Lane,-10.8,68.47,0.08,0,0.28,0,6.8,NA,NA,NA,NA,NA
2015-01-07T09:00:00Z,Lane,-10.69,70.59,0.08,0,19.16,0.07,6.2,NA,NA,NA,NA,NA
2015-01-07T10:00:00Z,Lane,-10.92,67.68,0.09,0,92.35,0.33,6.39,NA,NA,NA,NA,NA
2015-01-07T11:00:00Z,Lane,-10.97,64.33,0.09,0,209.14,0.75,6.11,NA,NA,NA,NA,NA
2015-01-07T12:00:00Z,Lane,-10.81,57.72,0.11,0,297.63,1.07,6.4,NA,NA,NA,NA,NA
2015-01-07T13:00:00Z,Lane,-10.66,54.09,0.12,0,455.22,1.64,6.42,NA,NA,NA,NA,NA
2015-01-07T14:00:00Z,Lane,-10.24,51.23,0.14,0,449.98,1.62,4.66,NA,NA,NA,NA,NA
2015-01-07T15:00:00Z,Lane,-9.65,49.87,0.15,0,411.56,1.48,3.31,NA,NA,NA,NA,NA
2015-01-07T16:00:00Z,Lane,-9.34,46.53,0.16,0,288.92,1.04,2.47,NA,NA,NA,NA,NA
2015-01-07T17:00:00Z,Lane,-9.4,45.64,0.16,0,153.73,0.55,1.17,NA,NA,NA,NA,NA
2015-01-07T18:00:00Z,Lane,-10.52,54.43,0.13,0,29.37,0.11,0.83,NA,NA,NA,NA,NA
2015-01-07T19:00:00Z,Lane,-13.64,67.81,0.07,0,0,0,1.08,NA,NA,NA,NA,NA
2015-01-07T20:00:00Z,Lane,-15.12,72.57,0.05,0,0,0,1.48,NA,NA,NA,NA,NA
2015-01-07T21:00:00Z,Lane,-14.8,73.94,0.05,0,0,0,1.94,NA,NA,NA,NA,NA
2015-01-07T22:00:00Z,Lane,-13.47,71.05,0.06,0,0,0,3.68,NA,NA,NA,NA,NA
2015-01-07T23:00:00Z,Lane,-12.53,69.74,0.07,0,0,0,5.02,NA,NA,NA,NA,NA
2015-01-08T00:00:00Z,Lane,-12.01,69.68,0.07,0,0,0,6.16,NA,NA,NA,NA,NA
2015-01-08T01:00:00Z,Lane,-11.71,71,0.07,0,0,0,6.67,NA,NA,NA,NA,NA
2015-01-08T02:00:00Z,Lane,-10.9,69.55,0.08,0,0,0,8.57,NA,NA,NA,NA,NA
2015-01-08T03:00:00Z,Lane,-10.35,68.86,0.09,0,0,0,8.56,NA,NA,NA,NA,NA
2015-01-08T04:00:00Z,Lane,-9.38,70.05,0.09,0,0,0,7.85,NA,NA,NA,NA,NA
2015-01-08T05:00:00Z,Lane,-8.24,71.84,0.09,0,0,0,8.38,NA,NA,NA,NA,NA
2015-01-08T06:00:00Z,Lane,-7.05,73.2,0.1,0,0,0,7.73,NA,NA,NA,NA,NA
2015-01-08T07:00:00Z,Lane,-6.15,75.73,0.09,0,0,0,7.42,NA,NA,NA,NA,NA
2015-01-08T08:00:00Z,Lane,-5.68,79.2,0.08,0,0.91,0,6.94,NA,NA,NA,NA,NA
2015-01-08T09:00:00Z,Lane,-4.96,78.23,0.09,0,65.38,0.24,5.73,NA,NA,NA,NA,NA
2015-01-08T10:00:00Z,Lane,-3.62,73.49,0.12,0,185.21,0.67,4.47,NA,NA,NA,NA,NA
2015-01-08T11:00:00Z,Lane,0.4,63.68,0.23,0,313.8,1.13,3.8,NA,NA,NA,NA,NA
2015-01-08T12:00:00Z,Lane,5.55,51.12,0.45,0,425.87,1.53,4.58,NA,NA,NA,NA,NA
2015-01-08T13:00:00Z,Lane,7.11,50.54,0.5,0,476.51,1.72,5.89,NA,NA,NA,NA,NA
2015-01-08T14:00:00Z,Lane,7.83,52.91,0.5,0,467.01,1.68,4.17,NA,NA,NA,NA,NA
2015-01-08T15:00:00Z,Lane,8.22,53.56,0.51,0,402.31,1.45,5.28,NA,NA,NA,NA,NA
2015-01-08T16:00:00Z,Lane,7.95,54.86,0.48,0,289.45,1.04,4.66,NA,NA,NA,NA,NA
2015-01-08T17:00:00Z,Lane,7.33,58.34,0.43,0,149.34,0.54,2.79,NA,NA,NA,NA,NA
2015-01-08T18:00:00Z,Lane,4.4,68.67,0.27,0,26.27,0.09,1.67,NA,NA,NA,NA,NA
2015-01-08T19:00:00Z,Lane,3.17,73.1,0.21,0,0,0,5.6,NA,NA,NA,NA,NA
2015-01-08T20:00:00Z,Lane,1.52,76.32,0.16,0,0,0,7.49,NA,NA,NA,NA,NA
2015-01-08T21:00:00Z,Lane,-0.36,70.81,0.17,0,0,0,7.09,NA,NA,NA,NA,NA
2015-01-08T22:00:00Z,Lane,-1.89,74.31,0.14,0,0,0,5.5,NA,NA,NA,NA,NA
2015-01-08T23:00:00Z,Lane,-3.29,68.89,0.15,0,0,0,6.2,NA,NA,NA,NA,NA
2015-01-09T00:00:00Z,Lane,-4.52,63.95,0.16,0,0,0,5.45,NA,NA,NA,NA,NA
2015-01-09T01:00:00Z,Lane,-4.81,62.51,0.16,0,0,0,5.89,NA,NA,NA,NA,NA
2015-01-09T02:00:00Z,Lane,-5.38,60.09,0.16,0,0,0,6.06,NA,NA,NA,NA,NA
2015-01-09T03:00:00Z,Lane,-6.17,56.59,0.17,0,0,0,5.52,NA,NA,NA,NA,NA
2015-01-09T04:00:00Z,Lane,-6.44,60.63,0.15,0,0,0,5.18,NA,NA,NA,NA,NA
2015-01-09T05:00:00Z,Lane,-6.72,48.44,0.19,0,0,0,5.42,NA,NA,NA,NA,NA
2015-01-09T06:00:00Z,Lane,-7.4,40.19,0.21,0,0,0,4.48,NA,NA,NA,NA,NA
2015-01-09T07:00:00Z,Lane,-7.93,44.16,0.19,0,0,0,3.67,NA,NA,NA,NA,NA
2015-01-09T08:00:00Z,Lane,-8.92,48.19,0.16,0,0.91,0,2.85,NA,NA,NA,NA,NA
2015-01-09T09:00:00Z,Lane,-9.72,47.07,0.15,0,61.78,0.22,2.15,NA,NA,NA,NA,NA
2015-01-09T10:00:00Z,Lane,-8.94,43,0.18,0,210.11,0.76,2.15,NA,NA,NA,NA,NA
2015-01-09T11:00:00Z,Lane,-7.9,42.07,0.2,0,277.76,1,1.27,NA,NA,NA,NA,NA
2015-01-09T12:00:00Z,Lane,-6.42,42.64,0.22,0,421.98,1.52,1.55,NA,NA,NA,NA,NA
2015-01-09T13:00:00Z,Lane,-4.9,46.18,0.23,0,483.53,1.74,2.66,NA,NA,NA,NA,NA
2015-01-09T14:00:00Z,Lane,-3.97,38.13,0.28,0,439.05,1.58,2.65,NA,NA,NA,NA,NA
2015-01-09T15:00:00Z,Lane,-3.99,38.12,0.28,0,229.42,0.83,2.32,NA,NA,NA,NA,NA
2015-01-09T16:00:00Z,Lane,-3.63,38.09,0.29,0,140.13,0.5,2.09,NA,NA,NA,NA,NA
2015-01-09T17:00:00Z,Lane,-3.52,35.08,0.31,0,60.96,0.22,1.78,NA,NA,NA,NA,NA
2015-01-09T18:00:00Z,Lane,-3.48,39.01,0.29,0,7.3,0.03,2.01,NA,NA,NA,NA,NA
2015-01-09T19:00:00Z,Lane,-3.54,44.2,0.26,0,0,0,1.92,NA,NA,NA,NA,NA
2015-01-09T20:00:00Z,Lane,-3.66,47.71,0.24,0,0,0,2.36,NA,NA,NA,NA,NA
2015-01-09T21:00:00Z,Lane,-3.71,49.93,0.23,0,0,0,2.85,NA,NA,NA,NA,NA
2015-01-09T22:00:00Z,Lane,-3.78,51.98,0.22,0,0,0,3.56,NA,NA,NA,NA,NA
2015-01-09T23:00:00Z,Lane,-4.41,65.83,0.15,0,0,0,3.59,NA,NA,NA,NA,NA
2015-01-10T00:00:00Z,Lane,-5.06,71.88,0.12,0,0,0,3.78,NA,NA,NA,NA,NA
2015-01-10T01:00:00Z,Lane,-5.29,72.09,0.12,0,0,0,4.42,NA,NA,NA,NA,NA
2015-01-10T02:00:00Z,Lane,-5.36,71.05,0.12,0,0,0,5.1,NA,NA,NA,NA,NA
2015-01-10T03:00:00Z,Lane,-5.64,71.26,0.12,0,0,0,5.69,NA,NA,NA,NA,NA
2015-01-10T04:00:00Z,Lane,-5.57,70.16,0.12,0,0,0,6.2,NA,NA,NA,NA,NA
2015-01-10T05:00:00Z,Lane,-5.84,70.98,0.11,0,0,0,5.39,NA,NA,NA,NA,NA
2015-01-10T06:00:00Z,Lane,-5.27,65.87,0.14,0,0,0,5.86,NA,NA,NA,NA,NA
2015-01-10T07:00:00Z,Lane,-5.26,62.85,0.15,0,0,0,6.69,NA,NA,NA,NA,NA
2015-01-10T08:00:00Z,Lane,-5.48,64.99,0.14,0,1.25,0,6.66,NA,NA,NA,NA,NA
2015-01-10T09:00:00Z,Lane,-4.66,65.86,0.15,0,65.28,0.24,7.49,NA,NA,NA,NA,NA
2015-01-10T10:00:00Z,Lane,-2.7,61.82,0.19,0,205.65,0.74,8.96,NA,NA,NA,NA,NA
2015-01-10T11:00:00Z,Lane,-0.02,58.93,0.25,0,352.65,1.27,8.43,NA,NA,NA,NA,NA
2015-01-10T12:00:00Z,Lane,1.96,57.13,0.3,0,458.03,1.65,8.35,NA,NA,NA,NA,NA
2015-01-10T13:00:00Z,Lane,3.26,55.58,0.34,0,486.51,1.75,7.33,NA,NA,NA,NA,NA
2015-01-10T14:00:00Z,Lane,4.48,53.62,0.39,0,472.17,1.7,6.73,NA,NA,NA,NA,NA
2015-01-10T15:00:00Z,Lane,5.62,51.87,0.44,0,412.17,1.48,6.33,NA,NA,NA,NA,NA
2015-01-10T16:00:00Z,Lane,6.27,51.16,0.47,0,295.6,1.06,5.63,NA,NA,NA,NA,NA
2015-01-10T17:00:00Z,Lane,5.82,53.77,0.43,0,115.59,0.42,4.06,NA,NA,NA,NA,NA
2015-01-10T18:00:00Z,Lane,2.86,64.33,0.27,0,21.7,0.08,1.72,NA,NA,NA,NA,NA
2015-01-10T19:00:00Z,Lane,-1.06,78.45,0.12,0,0,0,1.42,NA,NA,NA,NA,NA
