TIMESTAMP,STATION,PRESSUREAVG,TEMP2MAVG,TEMP2MMIN,TEMP2MMAX,RELHUM2MAVG,VPDEFAVG,PRECIP,SRAVG,SR,WSPD2MAVG,VWC20CM,TEMP10MAVG,SOILTMP20AVG655,SOILTMP5AVG655,SOILTMP10AVG655,SOILTMP50AVG655,VWC5CM,VWC10CM,VWC50CM
2017-01-01T00:00:00Z,Lane,91,-4.15,-5.05,-2.91,71.08,0.13,0,0,0,1.5,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01T01:00:00Z,Lane,90.95,-2.15,-2.94,-1.51,67.11,0.17,0,0,0,1.77,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01T02:00:00Z,Lane,90.9,-0.78,-1.54,-0.32,62.66,0.22,0,0,0,2.25,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01T03:00:00Z,Lane,90.9,-0.55,-0.76,-0.25,59.92,0.24,0,0,0,2.88,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01T04:00:00Z,Lane,90.88,-0.91,-1.27,-0.59,60.93,0.22,0,0,0,3.24,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01T05:00:00Z,Lane,90.83,-1.32,-1.71,-0.93,61.3,0.21,0,0,0,4.55,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01T06:00:00Z,Lane,90.79,-2.83,-3.66,-1.68,66.94,0.16,0,0,0,3.84,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01T07:00:00Z,Lane,90.77,-4.26,-4.85,-3.18,72.34,0.12,0,0,0,3.42,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01T08:00:00Z,Lane,90.73,-3.03,-3.55,-2.67,68.16,0.16,0,0.29,0,4.59,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01T09:00:00Z,Lane,90.71,-1.98,-2.67,-1.31,63.59,0.19,0,31.33,0.11,5.19,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01T10:00:00Z,Lane,90.7,-0.57,-1.34,0.43,57.45,0.25,0,151.99,0.55,5.29,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01T11:00:00Z,Lane,90.67,1.53,0.06,3.72,52.61,0.32,0,260.27,0.94,6.63,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01T12:00:00Z,Lane,90.59,4.12,2.77,5.77,50.57,0.41,0,370.53,1.33,8.03,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01T13:00:00Z,Lane,90.44,6.17,4.51,7.61,46.81,0.5,0,481.88,1.73,7.64,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01T14:00:00Z,Lane,90.31,7.55,6.34,8.65,44.69,0.58,0,469.07,1.69,6.84,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01T15:00:00Z,Lane,90.22,8.19,6.92,9.03,43.97,0.61,0,402.91,1.45,6.74,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01T16:00:00Z,Lane,90.22,8.56,7.56,9.17,43.12,0.63,0,273.53,0.98,6.93,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01T17:00:00Z,Lane,90.2,8.4,7.87,8.96,45.66,0.6,0,90.7,0.33,5.57,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01T18:00:00Z,Lane,90.21,5.79,3.52,8.18,53.73,0.43,0,8.49,0.03,2.32,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01T19:00:00Z,Lane,90.25,1.68,0.22,3.52,64.96,0.24,0,0,0,1.5,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01T20:00:00Z,Lane,90.31,-0.23,-0.9,0.29,72.35,0.17,0,0,0,1.98,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01T21:00:00Z,Lane,90.3,1.12,-0.35,1.97,75.31,0.16,0,0,0,3.45,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01T22:00:00Z,Lane,90.26,0.78,-0.15,1.32,80.74,0.12,0,0,0,3.74,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01T23:00:00Z,Lane,90.25,-1.23,-2.26,-0.08,88.92,0.06,0,0,0,2.4,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02T00:00:00Z,Lane,90.25,-3.04,-3.62,-2.06,93.91,0.03,0,0,0,1.22,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02T01:00:00Z,Lane,90.23,-3.77,-4.37,-3.18,96.35,0.02,0,0,0,1.55,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02T02:00:00Z,Lane,90.2,-3.86,-4.37,-3.42,97.38,0.01,0,0,0,1.6,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02T03:00:00Z,Lane,90.24,-4.22,-4.44,-4,97.58,0.01,0,0,0,1.05,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02T04:00:00Z,Lane,90.21,-5.26,-6.28,-4.17,96.41,0.01,0,0,0,0.87,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02T05:00:00Z,Lane,90.21,-5.75,-6.35,-5.39,95.91,0.02,0,0,0,1.46,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02T06:00:00Z,Lane,90.23,-4.64,-5.43,-3.38,97.05,0.01,0,0,0,1.96,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02T07:00:00Z,Lane,90.32,-3.39,-3.49,-3.25,98.17,0.01,0,0,0,2.58,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02T08:00:00Z,Lane,90.44,-3.33,-3.55,-3.18,98.28,0.01,0,0.26,0,2.61,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02T09:00:00Z,Lane,90.54,-3.29,-3.42,-3.08,98.26,0.01,0,19.74,0.07,2.05,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02T10:00:00Z,Lane,90.63,-3.09,-3.28,-2.77,98.47,0.01,0,73.88,0.27,2.71,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02T11:00:00Z,Lane,90.7,-2.67,-2.91,-2.29,98.88,0.01,0,140.07,0.5,2.49,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02T12:00:00Z,Lane,90.67,-1.85,-2.36,-1.31,99.64,0,0,181.48,0.65,2.34,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02T13:00:00Z,Lane,90.61,-1,-1.37,-0.73,99.99,0,0,189.65,0.68,3.02,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02T14:00:00Z,Lane,90.56,-0.49,-0.83,-0.22,99.99,0,0,166.47,0.6,2.75,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02T15:00:00Z,Lane,90.57,0.03,-0.25,0.42,99.98,0,0,120.79,0.43,2.81,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02T16:00:00Z,Lane,90.68,1,0.32,1.44,97.74,0.02,0,128.39,0.46,3.43,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02T17:00:00Z,Lane,90.8,1.89,1.27,2.39,90.22,0.07,0,37.3,0.13,4.21,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02T18:00:00Z,Lane,90.95,1.59,1,2.29,87.61,0.09,0,4.58,0.02,5.17,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02T19:00:00Z,Lane,91.06,0.68,0.52,1.03,89.34,0.07,0,0,0,4.97,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02T20:00:00Z,Lane,91.14,0.64,-0.16,1.17,90.51,0.06,0,0,0,4.71,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02T21:00:00Z,Lane,91.26,-0.59,-1.2,-0.09,94.69,0.03,0,0,0,5.68,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02T22:00:00Z,Lane,91.34,-1.26,-1.41,-1.1,94.26,0.03,0,0,0,5.51,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02T23:00:00Z,Lane,91.42,-2.04,-2.87,-1.34,93.36,0.04,0,0,0,5.64,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03T00:00:00Z,Lane,91.5,-3.75,-4.34,-2.84,92.63,0.03,0,0,0,6.31,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03T01:00:00Z,Lane,91.52,-4.86,-5.67,-4.24,82.9,0.07,0,0,0,6.46,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03T02:00:00Z,Lane,91.57,-6.1,-6.31,-5.67,70.95,0.11,0,0,0,6.26,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03T03:00:00Z,Lane,91.64,-6.45,-6.89,-6.04,65.95,0.13,0,0,0,6.11,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03T04:00:00Z,Lane,91.68,-7.32,-7.61,-6.79,62.88,0.13,0,0,0,6.01,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03T05:00:00Z,Lane,91.74,-8.38,-9.07,-7.51,64.42,0.12,0,0,0,5.85,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03T06:00:00Z,Lane,91.83,-9.77,-10.36,-8.97,66.94,0.1,0,0,0,5.24,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03T07:00:00Z,Lane,91.92,-10.73,-11.14,-10.22,66.72,0.09,0,0,0,4.77,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03T08:00:00Z,Lane,92.04,-11.35,-11.79,-10.94,69.93,0.08,0,0.69,0,4.12,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03T09:00:00Z,Lane,92.11,-11.23,-11.65,-10.5,70.98,0.08,0,68.81,0.25,4.22,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03T10:00:00Z,Lane,92.2,-9.8,-10.53,-8.69,64.74,0.1,0,218.72,0.79,5.72,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03T11:00:00Z,Lane,92.26,-8.18,-9.3,-6.76,55.39,0.15,0,357.39,1.29,6.22,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03T12:00:00Z,Lane,92.25,-6.78,-8.12,-5.29,49.75,0.19,0,455.37,1.64,6.26,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03T13:00:00Z,Lane,92.18,-4.98,-6.45,-3.83,42.92,0.24,0,494.01,1.78,5.36,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03T14:00:00Z,Lane,92.11,-4.14,-5.43,-2.84,41.02,0.27,0,485.39,1.75,5.39,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03T15:00:00Z,Lane,92.08,-3.41,-4.44,-2.33,40.67,0.28,0,410.9,1.48,4.99,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03T16:00:00Z,Lane,92.09,-3.38,-4.44,-2.36,38.88,0.29,0,299.86,1.08,5.23,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03T17:00:00Z,Lane,92.11,-4.7,-5.74,-3.55,40.1,0.26,0,145.65,0.52,4.42,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03T18:00:00Z,Lane,92.12,-7.29,-9.28,-5.53,47.96,0.19,0,12.26,0.04,2.27,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03T19:00:00Z,Lane,92.17,-9.82,-10.47,-9.1,56.92,0.13,0,0,0,1.82,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03T20:00:00Z,Lane,92.22,-11.64,-12.74,-10.43,63.96,0.09,0,0,0,1.1,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03T21:00:00Z,Lane,92.23,-12.69,-13.01,-12.37,67.82,0.07,0,0,0,0.95,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03T22:00:00Z,Lane,92.21,-13.58,-13.9,-12.84,72.25,0.06,0,0,0,1,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03T23:00:00Z,Lane,92.2,-13.94,-14.1,-13.73,73.99,0.05,0,0,0,1.03,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04T00:00:00Z,Lane,92.21,-13.73,-14.37,-13.15,73.56,0.06,0,0,0,0.91,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04T01:00:00Z,Lane,92.23,-14.88,-15.57,-13.93,76.26,0.05,0,0,0,1.02,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04T02:00:00Z,Lane,92.21,-15.72,-16.9,-14.82,76.53,0.04,0,0,0,0.57,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04T03:00:00Z,Lane,92.19,-15.63,-16.56,-14.75,78.96,0.04,0,0,0,0.23,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04T04:00:00Z,Lane,92.15,-15.41,-16.11,-14.78,79.12,0.04,0,0,0,1.14,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04T05:00:00Z,Lane,92.09,-16.13,-16.49,-15.84,81.3,0.03,0,0,0,0.89,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04T06:00:00Z,Lane,92.04,-16.42,-17,-15.87,82.69,0.03,0,0,0,1.06,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04T07:00:00Z,Lane,92.07,-17.25,-17.54,-16.9,83.84,0.03,0,0,0,1.11,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04T08:00:00Z,Lane,91.99,-17.31,-17.58,-17,82.88,0.03,0,0.5,0,1.03,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04T09:00:00Z,Lane,91.96,-16.43,-17.64,-14.44,81.63,0.03,0,61.91,0.22,1.36,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04T10:00:00Z,Lane,91.91,-13.28,-14.68,-11.89,73.57,0.06,0,219.57,0.79,3.11,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04T11:00:00Z,Lane,91.84,-11.48,-12.6,-10.12,64.04,0.09,0,320.84,1.16,4.04,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04T12:00:00Z,Lane,91.72,-9.84,-11.18,-8.42,57.07,0.12,0,447.14,1.61,4.05,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04T13:00:00Z,Lane,91.56,-8.33,-9.69,-7,51.01,0.16,0,496.24,1.79,4.47,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04T14:00:00Z,Lane,91.4,-7.44,-8.73,-5.77,47.65,0.18,0,428.93,1.54,4.62,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04T15:00:00Z,Lane,91.25,-6.49,-7.71,-5.6,43.07,0.21,0,399.9,1.44,5.07,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04T16:00:00Z,Lane,91.13,-6.1,-6.93,-5.33,40.65,0.23,0,283.16,1.02,5,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04T17:00:00Z,Lane,91.19,-6.3,-6.83,-5.94,41.97,0.22,0,87.31,0.31,3.41,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04T18:00:00Z,Lane,91.18,-7.35,-7.81,-6.79,45.4,0.19,0,9.16,0.03,2.35,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04T19:00:00Z,Lane,91.17,-8.23,-9.1,-7.74,48.51,0.17,0,0,0,2.59,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04T20:00:00Z,Lane,91.27,-9.35,-9.58,-9.07,52.76,0.14,0,0,0,4.02,0.36,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04T21:00:00Z,Lane,91.43,-10.08,-10.63,-9.3,62.04,0.11,0,0,0,5.35,0.35,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04T22:00:00Z,Lane,91.53,-10.69,-10.84,-10.46,70.31,0.08,0,0,0,4.67,0.35,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04T23:00:00Z,Lane,91.54,-10.91,-11.18,-10.73,72.43,0.07,0,0,0,4.46,0.35,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05T00:00:00Z,Lane,91.57,-11.35,-11.66,-11.08,76.02,0.06,0,0,0,3.32,0.35,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05T01:00:00Z,Lane,91.57,-11.84,-12.17,-11.52,80.42,0.05,0,0,0,3.19,0.35,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05T02:00:00Z,Lane,91.53,-12.25,-12.44,-12.1,81.13,0.05,0,0,0,3.87,0.35,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05T03:00:00Z,Lane,91.51,-12.55,-12.78,-12.37,81.24,0.04,0,0,0,3.98,0.35,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05T04:00:00Z,Lane,91.54,-12.97,-13.22,-12.71,80.04,0.05,0,0,0,3.69,0.35,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05T05:00:00Z,Lane,91.59,-13.14,-13.25,-12.95,80.38,0.04,0,0,0,2.91,0.35,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05T06:00:00Z,Lane,91.65,-13.14,-13.22,-12.95,80.21,0.04,0,0,0,2.86,0.34,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05T07:00:00Z,Lane,91.68,-13.23,-13.32,-13.12,82.45,0.04,0,0,0,2.79,0.34,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05T08:00:00Z,Lane,91.73,-13.23,-13.29,-13.15,82.35,0.04,0,0.24,0,2.96,0.34,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05T09:00:00Z,Lane,91.79,-13.31,-13.46,-13.15,84.24,0.03,0.76,7.32,0.03,3.45,0.33,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05T10:00:00Z,Lane,91.89,-13.9,-14.48,-13.42,83.85,0.03,1.02,36.95,0.13,4.23,0.33,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05T11:00:00Z,Lane,91.95,-14.03,-14.45,-13.56,81.72,0.04,0.51,121.75,0.44,3.43,0.33,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05T12:00:00Z,Lane,92,-13.08,-13.76,-12.23,76.71,0.05,0,229.03,0.82,2.62,0.33,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05T13:00:00Z,Lane,91.88,-12.32,-12.64,-12.03,70.41,0.07,0,292.17,1.05,2.21,0.32,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05T14:00:00Z,Lane,91.83,-12.22,-12.47,-11.89,70.51,0.07,0,161.14,0.58,2.6,0.32,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05T15:00:00Z,Lane,91.81,-11.69,-12,-11.01,66.15,0.08,0,159.77,0.58,3.15,0.32,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05T16:00:00Z,Lane,91.79,-11.05,-11.35,-10.8,58.27,0.11,0,141.82,0.51,4.01,0.32,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05T17:00:00Z,Lane,91.78,-11.26,-11.55,-10.97,58.17,0.11,0,96.1,0.35,4.13,0.32,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05T18:00:00Z,Lane,91.78,-12.1,-12.71,-11.48,57.68,0.1,0,7.27,0.03,4.2,0.32,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05T19:00:00Z,Lane,91.81,-13.24,-13.8,-12.64,60.63,0.09,0,0,0,4.35,0.31,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05T20:00:00Z,Lane,91.93,-14.05,-14.38,-13.7,62.84,0.08,0,0,0,3.29,0.31,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05T21:00:00Z,Lane,91.91,-14.55,-14.79,-14.28,65.29,0.07,0,0,0,2.77,0.31,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05T22:00:00Z,Lane,91.96,-15.01,-15.4,-14.75,67.07,0.06,0,0,0,1.4,0.31,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05T23:00:00Z,Lane,91.98,-16.1,-16.49,-15.33,72.19,0.05,0,0,0,0.86,0.31,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06T00:00:00Z,Lane,91.91,-17.52,-21.05,-16.25,77.79,0.03,0,0,0,0.87,0.31,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06T01:00:00Z,Lane,91.94,-19.59,-21.12,-17.88,81.4,0.02,0,0,0,1.35,0.31,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06T02:00:00Z,Lane,91.93,-17.14,-17.98,-16.49,77.24,0.04,0,0,0,1.39,0.31,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06T03:00:00Z,Lane,91.89,-17.54,-18.12,-16.52,78.54,0.03,0,0,0,1.53,0.31,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06T04:00:00Z,Lane,91.94,-16.82,-17.71,-16.18,77.71,0.04,0,0,0,2.07,0.3,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06T05:00:00Z,Lane,91.87,-16.39,-16.69,-16.18,77.74,0.04,0,0,0,1.27,0.3,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06T06:00:00Z,Lane,91.85,-16.45,-16.66,-16.25,78.53,0.04,0,0,0,1.22,0.3,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06T07:00:00Z,Lane,91.87,-16.2,-16.35,-15.98,78.2,0.04,0,0,0,1.77,0.3,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06T08:00:00Z,Lane,91.94,-16.19,-16.39,-16.01,78.6,0.04,0,0.34,0,1.75,0.3,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06T09:00:00Z,Lane,91.98,-16.1,-16.35,-15.57,78.58,0.04,0,25.96,0.09,1.54,0.3,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06T10:00:00Z,Lane,92.05,-14.84,-15.6,-14.17,72.69,0.05,0,120.93,0.44,1.86,0.3,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06T11:00:00Z,Lane,92.12,-13.21,-14.24,-11.99,60.92,0.09,0,239.54,0.86,2.32,0.29,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06T12:00:00Z,Lane,92.15,-10.41,-12.06,-8.59,47.86,0.15,0,484.67,1.74,3.35,0.29,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06T13:00:00Z,Lane,92.09,-8.39,-10.16,-5.97,42.04,0.19,0,528.83,1.9,3.21,0.29,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06T14:00:00Z,Lane,92.06,-6.25,-8.12,-4.3,34.12,0.25,0,516.29,1.86,3.07,0.29,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06T15:00:00Z,Lane,92.05,-5.45,-6.76,-4.13,32.96,0.27,0,446.14,1.61,3.17,0.29,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06T16:00:00Z,Lane,92.09,-5.59,-6.69,-4.37,34.34,0.26,0,324.38,1.17,3.53,0.29,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06T17:00:00Z,Lane,92.12,-6.33,-7.44,-4.64,40.47,0.23,0,175.09,0.63,3.12,0.29,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06T18:00:00Z,Lane,92.19,-9.74,-12.68,-7.17,52.51,0.14,0,33.62,0.12,2.57,0.29,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06T19:00:00Z,Lane,92.27,-15.2,-16.08,-12.64,67.45,0.06,0,0.02,0,2.6,0.29,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06T20:00:00Z,Lane,92.32,-15.53,-15.87,-15.19,74.19,0.05,0,0,0,2.91,0.29,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06T21:00:00Z,Lane,92.35,-15.53,-16.11,-14.85,81.96,0.03,0,0,0,3.31,0.29,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06T22:00:00Z,Lane,92.39,-16.39,-17.44,-15.77,82.45,0.03,0,0,0,2.81,0.29,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06T23:00:00Z,Lane,92.44,-17.71,-18.46,-17.31,81.94,0.03,0,0,0,2.49,0.29,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-07T00:00:00Z,Lane,92.48,-18.32,-18.7,-18.12,81.03,0.03,0,0,0,3.09,0.29,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-07T01:00:00Z,Lane,92.51,-18.13,-19.45,-17.78,79.46,0.03,0,0,0,3.15,0.29,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-07T02:00:00Z,Lane,92.52,-18.83,-19.62,-17.44,78.91,0.03,0,0,0,2.64,0.29,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-07T03:00:00Z,Lane,92.62,-18.03,-18.63,-17.4,75.94,0.04,0,0,0,2.7,0.29,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-07T04:00:00Z,Lane,92.69,-18.95,-19.18,-18.6,75.45,0.03,0,0,0,2.31,0.29,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-07T05:00:00Z,Lane,92.7,-19.07,-19.42,-18.6,74.53,0.03,0,0,0,1.88,0.29,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-07T06:00:00Z,Lane,92.68,-19.61,-20.24,-18.53,74.05,0.03,0,0,0,1.62,0.28,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-07T07:00:00Z,Lane,92.73,-19.92,-20.51,-19.35,73.75,0.03,0,0,0,2.18,0.28,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-07T08:00:00Z,Lane,92.83,-20.11,-20.58,-19.62,73.91,0.03,0,0.78,0,2.06,0.28,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-07T09:00:00Z,Lane,92.89,-19.77,-20.58,-18.29,73.47,0.03,0,75.08,0.27,1.44,0.28,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-07T10:00:00Z,Lane,92.98,-14.15,-18.67,-9.74,63.87,0.08,0,228.32,0.82,1.38,0.28,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-07T11:00:00Z,Lane,93.1,-9.18,-10.29,-8.01,49.68,0.15,0,372.82,1.34,1.5,0.28,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-07T12:00:00Z,Lane,93.11,-7.58,-9.52,-6.18,49.59,0.17,0,475.39,1.71,1.76,0.28,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-07T13:00:00Z,Lane,93.04,-6.31,-7.81,-5.02,50.25,0.19,0,523.58,1.88,2.49,0.28,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-07T14:00:00Z,Lane,92.99,-4.78,-6.72,-3.42,48.64,0.22,0.25,508.26,1.83,2.34,0.28,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-07T15:00:00Z,Lane,92.96,-3.51,-4.99,-2.36,45.48,0.26,0,422.79,1.52,2.15,0.28,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-07T16:00:00Z,Lane,92.94,-2.95,-3.73,-1.99,51.02,0.24,0,330.95,1.19,2.81,0.28,NA,NA,NA,NA,NA,NA,NA,NA
