"Timestamp","Station","AirTemperature","AirTemperature","RelativeHumidity","Precipitation","WindSpeed2m","WindSpeed2m","SoilTemperature5cm","SoilTemperature5cm","SoilTemperature10cm","SoilTemperature10cm","SolarRadiation","ETo","ETo"
"2018-03-02","Lane",21.8,0.4,31.5,0,7.3,14.9,12.8,2.2,8.9,3.4,18.1,6.64,10.61
"2018-03-03","Lane",27.0,-0.5,34.7,0,5.4,12.8,16.0,3.9,11.3,5.2,18.5,7.71,12.44
"2018-03-04","Lane",26.0,4.7,46.1,0,6.3,14.1,15.9,7.8,12.1,7.9,17.1,7.30,11.68
"2018-03-05","Lane",12.2,-0.2,29.8,0,7.7,18.1,11.5,4.8,10.1,6.6,18.8,4.61,7.23
"2018-03-06","Lane",9.6,-7.5,29.6,0,8.1,20.6,9.0,2.1,7.6,5.0,17.7,3.97,6.25
"2018-03-07","Lane",12.6,-12.1,37.2,0,2.5,7.9,12.6,-1.6,8.7,1.9,19.3,2.98,4.46
"2018-03-08","Lane",19.5,-9.9,34.4,0,2.4,7.6,13.4,-0.8,9.1,2.3,17.7,3.94,6.07
"2018-03-09","Lane",20.8,-4.5,29.8,0,3.9,13.0,13.9,2.0,10.1,4.1,17.9,5.16,8.09
"2018-03-10","Lane",20.8,-0.2,33.9,0,4.1,14.8,14.6,4.0,10.7,5.5,15.2,4.95,7.73
"2018-03-11","Lane",10.0,-7.3,61.0,0,3.7,11.3,12.5,2.1,9.4,4.7,19.7,2.58,3.70
"2018-03-12","Lane",13.5,-10.5,51.3,0,1.9,7.3,14.9,-0.2,10.3,3.1,20.0,2.68,3.79
"2018-03-13","Lane",12.7,-3.3,33.3,0,2.0,5.9,15.6,3.7,11.2,5.4,19.9,2.94,4.18
"2018-03-14","Lane",22.2,-5.6,34.9,0,4.2,10.9,16.3,3.0,11.7,5.1,19.7,5.50,8.56
"2018-03-15","Lane",28.2,6.9,29.8,0,5.1,13.2,19.6,7.5,14.3,8.1,19.9,7.67,12.10
"2018-03-16","Lane",15.0,-3.6,56.3,0,7.3,17.6,13.2,6.5,12.4,8.8,14.0,3.84,5.93
"2018-03-17","Lane",17.6,-7.4,57.9,0,3.0,8.7,17.0,2.8,12.5,5.7,20.9,3.76,5.52
"2018-03-18","Lane",16.8,-1.8,68.0,1.52,5.9,14.6,14.1,5.1,11.1,7.0,15.0,3.49,5.24
"2018-03-19","Lane",5.7,-1.0,94.0,7.11,6.6,13.6,9.4,3.2,9.8,5.6,7.7,0.95,1.28
"2018-03-20","Lane",14.4,-4.7,68.3,0,3.3,13.2,10.9,1.8,8.8,4.1,19.1,3.39,4.93
"2018-03-21","Lane",17.2,-4.6,61.4,0,3.4,10.3,13.7,1.7,10.2,4.0,19.5,3.90,5.75
"2018-03-22","Lane",23.1,-1.2,57.0,0,2.1,6.6,19.7,3.5,14.1,5.5,21.4,4.14,5.84
"2018-03-23","Lane",31.6,7.6,52.4,0,5.0,16.8,20.5,8.9,15.7,9.4,17.8,8.15,12.81
"2018-03-24","Lane",18.0,2.1,64.8,0,4.8,9.9,19.0,8.5,15.2,9.9,21.7,4.38,6.40
"2018-03-25","Lane",8.3,0.8,89.0,0,4.6,10.1,10.8,7.3,12.1,8.8,5.6,1.08,1.46
"2018-03-26","Lane",6.7,2.3,94.6,0.51,4.1,8.7,8.7,6.6,9.0,7.9,4.9,0.83,1.04
"2018-03-27","Lane",11.4,0.9,73.3,0,3.1,8.2,13.7,5.7,11.1,7.1,15.1,2.50,3.44
"2018-03-28","Lane",17.2,-2.4,64.4,0,3.3,12.7,17.3,4.4,13.1,6.4,17.9,3.59,5.18
"2018-03-29","Lane",13.8,-0.3,69.8,2.03,3.2,10.6,17.5,6.6,13.5,8.1,20.2,3.25,4.51
"2018-03-30","Lane",17.4,-6.2,61.9,0.25,5.0,14.6,14.9,3.1,12.2,6.0,22.0,4.43,6.61
"2018-03-31","Lane",11.5,-1.0,55.0,0,5.3,15.5,14.9,6.8,12.5,8.2,23.0,3.29,4.66
"2018-04-01","Lane",3.1,-5.5,56.0,0,3.7,10.0,11.0,4.1,9.6,6.3,14.0,1.79,2.49
"2018-04-02","Lane",25.6,-6.1,51.2,0,5.3,10.8,15.9,2.0,12.4,4.6,22.6,7.02,10.85
"2018-04-03","Lane",13.0,-6.7,48.0,0,8.3,20.8,11.6,4.7,10.8,7.5,22.7,4.52,6.91
"2018-04-04","Lane",20.0,-8.6,29.9,0,5.5,14.3,13.9,1.6,11.0,4.4,22.0,6.17,9.58
"2018-04-05","Lane",22.5,-2.4,30.8,0,2.8,8.7,18.6,5.2,14.4,7.0,22.2,5.14,7.56
"2018-04-06","Lane",7.8,-9.2,69.7,0,6.7,14.0,11.9,3.9,12.2,6.1,5.2,1.98,3.07
"2018-04-07","Lane",3.8,-10.6,62.1,3.30,2.7,8.9,11.0,3.3,9.2,5.1,23.9,2.12,2.76
"2018-04-08","Lane",19.5,-1.2,60.0,1.78,4.6,15.2,13.4,3.5,10.6,5.2,15.0,4.60,6.97
"2018-04-09","Lane",14.8,-0.9,58.7,0,3.1,12.5,13.8,6.0,11.4,7.1,15.8,3.19,4.51
"2018-04-10","Lane",23.4,-2.0,52.8,0,3.6,12.7,19.0,4.4,14.6,6.3,24.3,5.75,8.48
"2018-04-11","Lane",29.6,6.9,34.9,0,2.9,8.2,19.3,8.9,15.8,9.7,18.2,6.37,9.59
"2018-04-12","Lane",32.4,1.9,43.8,0,2.1,9.2,21.4,8.4,17.3,9.9,21.1,6.19,9.10
"2018-04-13","Lane",16.2,-3.8,76.9,2.03,7.7,18.6,15.3,5.5,15.1,8.4,5.8,3.81,6.03
"2018-04-14","Lane",4.8,-6.7,62.8,0,10.7,21.0,7.9,2.9,8.4,5.7,19.8,2.44,3.61
"2018-04-15","Lane",14.0,-8.1,43.5,0,4.2,11.8,13.7,0.4,10.8,3.6,26.5,4.36,6.36
"2018-04-16","Lane",19.2,-6.6,45.1,0,5.0,12.6,15.9,2.6,12.5,5.0,25.5,5.50,8.21
"2018-04-17","Lane",33.1,-3.7,42.1,0,6.7,26.5,19.1,5.3,15.2,7.3,25.1,11.98,M
"2018-04-18","Lane",17.7,0.8,40.8,0,7.3,16.6,17.0,8.3,14.3,9.6,26.0,6.02,9.06
"2018-04-19","Lane",17.7,-5.7,49.3,0,4.2,11.7,18.6,5.6,15.1,8.0,25.9,4.77,6.90
"2018-04-20","Lane",10.1,5.0,65.4,4.06,5.4,11.3,11.8,8.9,12.7,9.8,3.5,1.97,2.98
"2018-04-21","Lane",6.8,4.4,96.7,2.79,3.9,10.1,8.9,7.5,9.8,8.5,3.0,0.65,0.77
"2018-04-22","Lane",15.4,3.6,73.5,0,2.5,7.6,15.1,6.6,12.8,7.8,18.5,3.08,3.97
"2018-04-23","Lane",21.0,-0.7,63.3,0,2.5,9.1,20.6,5.4,16.3,7.6,25.7,4.44,5.90
"2018-04-24","Lane",9.8,3.1,88.9,8.64,5.3,11.9,12.8,7.0,13.6,8.7,2.7,1.05,1.47
"2018-04-25","Lane",15.2,0.4,69.6,0,4.1,9.9,15.2,5.2,12.7,7.2,20.4,3.68,5.12
"2018-04-26","Lane",18.6,-1.0,62.6,0,4.9,15.8,15.1,5.0,12.9,7.3,20.8,4.62,6.72
"2018-04-27","Lane",25.4,-1.0,47.2,0,3.0,10.0,22.6,5.4,17.5,7.6,27.4,6.28,9.01
"2018-04-28","Lane",24.5,1.1,49.0,0,6.0,12.9,21.1,8.8,17.3,10.5,26.8,6.94,10.31
"2018-04-29","Lane",29.3,9.3,44.8,0,9.8,20.1,21.5,11.7,18.2,12.6,23.4,9.77,15.12
"2018-04-30","Lane",29.3,13.7,48.6,0,10.3,18.9,23.3,14.4,19.7,14.8,23.6,9.50,14.57
"2018-05-01","Lane",27.4,8.4,57.8,0,3.7,13.7,26.7,15.0,22.1,15.6,24.8,6.46,9.15
"2018-05-02","Lane",18.8,10.3,84.5,0.51,3.3,8.2,18.6,15.3,19.1,16.0,11.5,2.68,3.54
"2018-05-03","Lane",21.5,8.3,82.2,0.25,4.1,14.2,22.6,14.1,19.2,14.7,17.7,4.40,6.16
"2018-05-04","Lane",24.3,3.9,52.1,0,2.8,8.2,24.1,12.1,20.5,13.8,26.7,5.72,7.88
"2018-05-05","Lane",30.4,4.2,41.4,0,3.2,11.4,26.3,12.7,21.8,14.4,24.8,7.36,10.77
"2018-05-06","Lane",30.3,6.8,41.3,0,2.4,6.4,26.1,14.6,22.0,15.9,22.9,6.30,8.89
"2018-05-07","Lane",32.0,12.0,42.8,0,4.5,12.9,26.7,16.5,22.9,17.2,23.5,8.45,12.56
"2018-05-08","Lane",30.5,11.2,45.6,0,4.1,13.9,25.3,17.6,22.4,18.2,21.4,7.23,10.56
"2018-05-09","Lane",32.2,8.1,49.9,2.29,3.3,16.0,28.6,15.6,24.3,17.1,25.4,7.50,10.74
"2018-05-10","Lane",33.0,10.6,61.2,0,4.9,13.2,28.0,17.2,24.4,18.4,26.9,8.36,12.08
"2018-05-11","Lane",28.1,12.5,65.3,0,4.4,11.0,28.7,18.7,25.0,19.6,24.0,5.97,8.15
"2018-05-12","Lane",21.8,11.2,83.5,0,4.3,10.6,24.9,18.9,22.6,19.5,17.8,3.77,4.96
"2018-05-13","Lane",26.0,9.3,78.1,0,3.4,8.5,27.1,16.8,23.6,17.9,19.5,4.86,6.60
"2018-05-14","Lane",26.5,9.6,77.3,12.45,3.9,19.8,27.6,16.7,24.1,18.9,20.1,4.97,6.76
"2018-05-15","Lane",25.1,12.7,75.8,1.02,2.1,8.0,27.2,16.2,23.5,17.6,22.9,4.66,5.73
"2018-05-16","Lane",29.2,12.0,62.1,0,2.4,6.8,31.7,16.5,26.9,18.1,28.2,6.29,8.15
"2018-05-17","Lane",31.0,14.1,61.4,0,6.5,16.7,29.6,18.3,26.2,19.7,26.9,8.16,11.76
"2018-05-18","Lane",30.0,12.6,69.6,12.45,5.4,14.5,28.2,19.3,25.3,20.5,19.5,6.56,9.50
"2018-05-19","Lane",21.4,8.9,83.5,4.83,5.1,13.5,23.4,16.3,22.1,18.3,12.7,3.78,5.41
"2018-05-20","Lane",20.6,8.3,74.9,0,4.0,11.3,25.0,13.8,22.6,15.6,25.5,4.64,6.04
"2018-05-21","Lane",27.9,8.8,72.7,0,5.0,12.6,26.1,15.0,23.7,16.5,25.2,6.36,8.89
"2018-05-22","Lane",30.3,15.5,58.4,0,6.3,14.5,27.4,18.1,25.2,18.9,26.0,8.31,12.07
"2018-05-23","Lane",30.6,17.8,54.6,0,6.9,16.0,27.6,19.6,25.5,20.2,20.8,8.38,12.50
"2018-05-24","Lane",32.1,15.7,50.3,0,5.5,18.9,30.2,19.7,27.4,20.6,27.3,8.84,12.78
"2018-05-25","Lane",33.7,13.7,55.7,0,2.6,7.8,33.3,19.4,29.8,20.8,28.7,7.49,10.05
"2018-05-26","Lane",36.6,16.3,49.5,0,5.4,13.2,31.4,22.1,29.1,23.1,27.7,10.57,15.65
"2018-05-27","Lane",35.5,18.9,57.7,0,7.0,18.8,31.0,22.7,28.8,23.6,22.5,10.69,16.26
"2018-05-28","Lane",35.4,14.0,71.8,69.09,8.0,26.9,30.1,16.6,28.1,18.7,19.6,10.17,15.66
"2018-05-29","Lane",25.2,13.9,84.6,8.89,3.3,12.1,23.7,16.2,22.4,17.6,14.7,3.51,4.49
"2018-05-30","Lane",29.6,14.1,67.0,0,2.5,12.1,28.7,17.7,25.8,18.9,28.4,6.44,8.26
"2018-05-31","Lane",30.7,14.2,64.1,0,2.3,6.5,29.3,18.2,26.5,19.9,29.1,6.56,8.31
"2018-06-01","Lane",36.6,19.2,64.8,0,5.5,11.1,27.5,20.4,25.7,21.4,26.0,10.15,14.90
"2018-06-02","Lane",25.9,12.7,45.1,0,5.8,19.9,28.4,18.0,26.0,20.1,29.9,7.96,11.41
"2018-06-03","Lane",28.8,9.2,47.2,0,3.3,10.5,30.2,16.5,26.7,19.0,26.7,7.01,9.77
"2018-06-04","Lane",30.5,16.1,49.7,0,5.8,15.4,29.7,20.2,27.2,21.4,25.7,8.22,11.83
"2018-06-05","Lane",35.7,13.3,57.9,0,3.9,10.9,33.5,19.6,29.7,21.3,28.8,8.95,12.66
"2018-06-06","Lane",34.9,17.5,56.3,0,5.5,15.0,31.6,22.8,29.0,23.6,22.4,9.23,13.69
"2018-06-07","Lane",29.9,16.3,66.0,0,4.7,14.3,31.1,22.3,28.7,23.6,23.1,6.49,8.92
"2018-06-08","Lane",35.7,15.4,59.7,0,4.3,10.7,34.2,22.1,30.7,23.5,27.9,8.77,12.33
"2018-06-09","Lane",37.1,17.2,44.6,0,5.5,15.3,33.5,23.3,30.6,24.7,28.5,10.57,15.46
"2018-06-10","Lane",37.7,20.4,39.5,0,6.3,13.1,30.7,24.0,29.0,25.3,18.6,11.15,17.29
"2018-06-11","Lane",32.0,15.6,47.7,0,5.8,15.5,31.8,23.3,29.7,24.7,28.9,9.57,13.97
"2018-06-12","Lane",31.3,12.6,69.4,0,2.2,8.5,33.0,21.9,30.6,23.7,25.2,5.80,7.28
"2018-06-13","Lane",33.2,18.3,63.1,0,4.7,12.5,31.0,23.9,29.2,25.1,20.7,7.73,11.17
"2018-06-14","Lane",37.6,19.8,41.1,0,8.2,15.4,32.8,23.9,30.5,25.2,28.1,12.92,M
"2018-06-15","Lane",38.5,22.5,35.3,0,9.3,16.2,33.4,25.2,31.1,26.2,28.0,14.67,M
"2018-06-16","Lane",34.3,19.4,48.6,0,9.4,17.1,31.8,25.8,30.0,26.7,22.2,10.29,15.61
"2018-06-17","Lane",32.8,19.7,67.9,0,8.6,19.6,30.9,24.5,29.3,25.7,22.6,8.97,13.31
"2018-06-18","Lane",35.8,20.2,56.8,0,5.3,11.1,34.0,24.7,31.3,25.7,26.7,9.53,13.69
"2018-06-19","Lane",34.2,14.6,76.9,53.09,3.8,22.2,31.9,20.8,29.8,23.3,13.1,5.77,8.41
"2018-06-20","Lane",28.4,15.6,70.8,4.83,3.7,8.7,26.7,20.1,26.0,21.9,27.4,6.46,8.47
"2018-06-21","Lane",28.5,14.5,63.3,0,3.5,9.2,26.2,19.4,25.5,21.5,28.8,6.66,8.70
"2018-06-22","Lane",29.1,13.7,75.8,12.19,2.8,16.9,27.4,19.5,26.0,21.5,21.1,5.47,7.23
"2018-06-23","Lane",29.9,12.0,75.6,20.57,3.8,26.4,27.8,18.4,25.9,20.3,26.7,6.74,9.10
"2018-06-24","Lane",29.9,14.0,76.2,18.80,4.0,15.4,26.7,19.1,25.3,20.7,22.0,6.08,8.28
"2018-06-25","Lane",28.3,12.2,73.5,0.25,3.5,10.6,24.0,18.3,23.6,20.1,23.1,5.63,7.47
"2018-06-26","Lane",36.6,15.5,66.2,0,1.6,5.6,30.2,19.7,27.7,21.0,28.7,7.00,8.81
"2018-06-27","Lane",40.4,18.3,60.5,0,3.5,10.1,31.2,22.6,28.7,23.7,28.8,9.71,13.61
"2018-06-28","Lane",38.8,18.9,41.6,0,7.3,14.8,28.5,22.3,27.2,23.7,28.7,13.06,M
"2018-06-29","Lane",38.1,20.6,47.0,2.54,8.4,15.4,30.5,22.5,28.5,23.8,27.1,11.89,17.81
"2018-06-30","Lane",34.8,16.1,57.1,0.25,7.2,17.7,29.4,22.6,27.9,24.0,25.3,9.46,13.92
"2018-07-01","Lane",30.4,14.0,58.0,1.78,2.7,9.4,29.4,21.0,27.6,22.9,28.9,6.90,9.02
"2018-07-02","Lane",35.7,16.3,63.5,0,6.4,13.2,30.6,22.1,28.5,23.4,26.0,9.41,13.70
"2018-07-03","Lane",36.5,20.2,50.1,0,6.4,13.7,31.6,23.9,29.4,25.0,27.7,10.28,14.94
"2018-07-04","Lane",37.8,22.1,46.1,0,6.9,13.3,32.3,24.6,30.0,25.6,26.8,11.88,17.81
"2018-07-05","Lane",31.5,17.0,75.0,3.81,4.3,15.4,28.6,23.5,28.1,25.1,20.3,6.51,9.09
"2018-07-06","Lane",30.7,17.9,77.2,0.51,2.4,8.1,30.4,23.1,28.5,24.4,22.6,5.44,6.75
"2018-07-07","Lane",33.4,17.8,65.7,0,4.4,11.4,31.4,23.0,29.2,24.4,27.4,7.85,10.73
"2018-07-08","Lane",34.7,17.4,58.4,0,4.3,9.8,32.0,23.7,29.8,25.1,28.7,8.68,12.07
"2018-07-09","Lane",34.4,15.6,56.4,0,3.1,8.0,32.5,23.4,30.1,24.9,28.9,7.92,10.70
"2018-07-10","Lane",34.7,16.0,55.4,0,3.4,8.7,32.2,23.9,30.1,25.4,27.8,8.05,11.02
"2018-07-11","Lane",35.9,18.7,55.4,0,4.7,11.5,32.6,25.0,30.4,26.1,27.5,8.91,12.51
"2018-07-12","Lane",36.4,21.9,50.8,0,5.8,13.0,32.5,25.8,30.6,26.6,27.8,10.21,14.76
"2018-07-13","Lane",34.4,19.7,67.2,0,2.3,7.6,30.9,26.0,29.3,26.8,13.8,4.87,6.59
"2018-07-14","Lane",31.1,18.4,79.5,0,1.9,6.3,30.4,25.1,29.0,25.9,18.3,4.51,5.47
"2018-07-15","Lane",34.9,17.8,69.2,0,2.3,11.8,32.4,24.9,30.3,26.0,26.7,6.75,8.54
"2018-07-16","Lane",33.4,18.3,70.9,0,2.6,7.7,31.7,25.0,29.9,26.1,23.4,5.94,7.48
"2018-07-17","Lane",34.2,18.2,71.4,0,2.8,14.2,32.1,25.6,30.2,26.5,24.2,6.50,8.42
"2018-07-18","Lane",35.9,19.1,70.5,0,2.4,7.4,32.3,25.8,30.5,26.7,24.9,6.67,8.52
"2018-07-19","Lane",39.5,19.1,60.0,0,2.7,9.8,33.0,25.9,31.0,26.9,26.3,8.24,11.23
"2018-07-20","Lane",37.7,17.8,64.5,0,3.2,9.8,32.7,25.7,30.8,26.8,25.7,7.84,10.63
"2018-07-21","Lane",32.0,16.8,66.2,0,3.8,9.7,29.7,25.3,29.1,26.6,18.8,5.72,7.80
"2018-07-22","Lane",34.8,20.6,58.8,0,3.6,9.5,31.9,25.6,30.2,26.6,25.9,7.73,10.48
"2018-07-23","Lane",31.6,19.7,73.9,2.79,2.5,8.5,29.5,25.7,28.8,26.7,20.6,5.21,6.51
"2018-07-24","Lane",31.9,19.7,75.0,0.76,2.2,9.0,29.3,24.7,28.1,25.8,16.4,4.52,5.73
"2018-07-25","Lane",36.2,17.6,65.2,23.88,4.7,16.2,30.4,23.4,28.9,25.0,26.5,8.66,12.20
"2018-07-26","Lane",29.5,17.1,81.7,7.37,2.4,14.4,27.2,22.5,26.7,23.9,17.9,4.48,5.65
"2018-07-27","Lane",29.7,16.8,79.5,2.54,2.7,15.7,26.5,22.4,26.1,23.5,22.7,5.33,6.69
"2018-07-28","Lane",29.0,14.2,78.5,0,1.6,10.7,26.7,21.2,26.0,22.6,23.5,4.76,5.52
"2018-07-29","Lane",27.0,14.5,79.5,22.35,2.8,13.2,26.0,21.3,25.4,22.7,25.9,5.28,6.51
"2018-07-30","Lane",27.2,13.3,77.8,0.25,2.6,9.0,25.3,21.4,24.7,22.5,23.9,5.29,6.76
"2018-07-31","Lane",27.5,11.2,72.1,0,1.4,5.9,27.0,19.7,25.7,21.3,28.8,5.38,6.37
"2018-08-01","Lane",30.4,13.5,66.5,0,2.4,8.3,27.4,21.3,26.1,22.5,26.8,6.17,7.96
"2018-08-02","Lane",32.5,17.0,63.9,0,3.1,7.8,28.1,22.1,26.8,23.2,26.8,6.90,9.12
"2018-08-03","Lane",33.5,18.5,63.0,9.91,5.0,12.7,26.4,22.4,25.7,23.4,24.2,7.48,10.43
