"Timestamp","Station","tAirMax_C","tAirMin_C","relHum_prc","precip_mm","windAvg_m.s","windMax_m.s","tSoilMax_5cm","tSoilMin_5cm","tSoilMax_10cm","tSoilMin_10cm","solarRad_MJ.m2","EToGrass_mm","EToAlfalfa_mm"
"2021-11-17","Lane",11.6,-7.1,34.5,0,5.3,12.3,8.9,5.8,9.7,7.8,13.1,3.40,5.56
"2021-11-18","Lane",11.9,-9.3,40.1,0,3.9,10.5,7.4,3.4,7.8,5.6,13.2,2.78,4.53
"2021-11-19","Lane",16.0,-1.5,31.4,0,3.7,11.5,8.1,4.7,8.0,6.1,8.6,3.37,5.52
"2021-11-20","Lane",16.9,-5.2,50.7,0,2.2,6.4,7.6,3.8,7.6,5.5,6.9,2.49,4.02
"2021-11-21","Lane",13.5,-3.7,50.4,0,3.2,9.8,7.9,4.8,7.9,6.2,13.0,2.43,3.93
"2021-11-22","Lane",18.9,-4.7,44.1,0,2.5,7.6,8.0,3.7,7.8,5.3,12.7,2.97,4.91
"2021-11-23","Lane",22.2,-2.4,34.1,0,3.7,11.5,8.5,4.2,8.2,5.7,12.2,4.32,7.22
"2021-11-24","Lane",15.0,-1.5,37.7,0,5.4,11.9,8.3,5.7,8.2,6.8,5.9,3.62,5.91
"2021-11-25","Lane",11.7,-8.7,57.0,0,2.7,7.0,6.9,3.5,7.5,5.4,12.7,2.02,3.28
"2021-11-26","Lane",23.0,-2.2,33.2,0,2.9,7.1,8.5,3.7,8.0,5.2,12.6,3.95,6.70
"2021-11-27","Lane",17.4,-1.0,43.0,0,3.9,11.3,8.6,5.0,8.3,6.2,12.4,3.20,5.28
"2021-11-28","Lane",18.0,-5.8,54.0,0,2.7,8.4,7.8,3.8,7.6,5.4,11.6,2.68,4.41
"2021-11-29","Lane",25.3,1.9,43.5,0,2.2,7.0,9.7,4.9,8.9,6.1,12.2,3.20,5.40
"2021-11-30","Lane",16.9,0.6,60.6,0,2.5,8.5,8.3,5.6,8.2,6.7,7.2,2.17,3.48
"2021-12-01","Lane",22.2,0.2,46.5,0,2.8,7.6,9.0,4.8,8.5,6.1,10.2,3.40,5.67
"2021-12-02","Lane",26.8,1.2,38.3,0,1.9,5.1,10.1,5.3,9.3,6.6,12.0,3.08,5.25
"2021-12-03","Lane",17.5,-1.2,51.3,0,3.9,10.9,9.2,5.9,8.8,7.0,11.9,2.94,4.85
"2021-12-04","Lane",12.8,-5.9,73.5,0,2.0,6.1,7.7,4.0,7.7,5.7,11.8,1.37,2.15
"2021-12-05","Lane",17.7,-2.1,57.1,0,4.6,16.0,8.4,4.6,8.1,6.0,11.6,3.41,5.65
"2021-12-06","Lane",2.8,-11.2,53.1,0,3.1,9.6,5.6,2.6,7.0,4.7,10.1,1.28,2.06
"2021-12-07","Lane",8.4,-6.2,43.7,0,2.5,8.7,5.9,2.5,6.0,4.2,10.4,1.68,2.74
"2021-12-08","Lane",15.0,-8.2,46.7,0,3.4,9.7,6.0,1.6,5.9,3.4,9.2,2.72,4.50
"2021-12-09","Lane",17.8,-1.0,37.8,0,3.1,7.8,7.5,3.6,7.1,4.9,11.5,2.96,4.99
"2021-12-10","Lane",5.1,-4.8,73.6,0,4.3,12.4,6.0,3.7,6.6,5.1,5.0,1.15,1.80
"2021-12-11","Lane",8.8,-10.9,45.2,0,3.9,9.0,4.3,1.2,5.1,3.2,11.9,2.35,3.90
"2021-12-12","Lane",18.0,-5.7,29.3,0,3.1,7.6,5.7,1.4,5.5,3.1,11.6,3.32,5.65
"2021-12-13","Lane",15.7,-4.2,40.5,0,1.9,6.8,5.7,1.6,5.5,3.2,11.8,1.97,3.35
"2021-12-14","Lane",20.5,-3.4,33.3,0,3.3,9.5,6.7,2.1,6.3,3.5,8.9,3.78,6.37
"2021-12-15","Lane",20.3,-2.4,45.2,0,7.1,29.9,7.9,5.1,7.5,6.2,5.9,5.73,9.48
"2021-12-16","Lane",8.4,-10.0,51.8,0,3.3,10.0,5.4,2.2,6.3,4.0,10.5,1.93,3.19
"2021-12-17","Lane",11.4,-6.0,45.5,0,4.2,11.9,5.7,2.4,5.5,3.7,11.5,2.71,4.52
"2021-12-18","Lane",3.2,-13.1,57.1,0,2.8,9.6,3.3,0.3,4.3,2.3,10.9,1.32,2.15
"2021-12-19","Lane",11.1,-12.4,41.4,0,3.4,8.8,3.3,-1.0,3.3,1.0,10.8,2.46,4.10
"2021-12-20","Lane",7.8,-10.9,53.8,0,3.1,9.5,3.7,-0.2,3.5,1.5,10.6,1.74,2.87
"2021-12-21","Lane",13.3,-10.9,59.3,0,3.0,12.2,4.0,-0.2,3.6,1.3,7.9,2.41,3.97
"2021-12-22","Lane",18.8,-6.8,45.3,0,2.6,6.7,4.7,0.1,4.1,1.5,10.5,2.84,4.80
"2021-12-23","Lane",18.8,-4.2,30.8,0,2.6,7.1,5.7,0.9,4.9,2.2,9.5,3.02,5.11
"2021-12-24","Lane",20.1,-1.0,39.8,0,3.6,9.3,7.6,3.5,6.6,4.0,9.2,3.38,5.65
"2021-12-25","Lane",14.1,-6.7,59.2,0,2.3,6.8,5.9,2.2,5.9,3.7,9.5,1.90,3.13
"2021-12-26","Lane",22.2,2.0,41.1,0,5.8,14.7,7.3,3.4,6.6,4.4,6.3,5.55,9.25
"2021-12-27","Lane",5.2,-6.4,30.5,0,4.0,12.4,5.4,2.5,6.0,4.0,5.3,2.16,3.52
"2021-12-28","Lane",5.7,-9.6,34.9,0,4.6,13.1,4.6,1.5,4.8,3.3,10.2,2.19,3.60
"2021-12-29","Lane",1.7,-11.8,52.3,0,1.7,5.2,3.4,0.1,3.6,2.1,10.2,0.91,1.43
"2021-12-30","Lane",16.5,-14.3,46.2,0,3.3,10.8,3.2,-1.4,3.1,0.7,6.7,3.41,5.66
"2021-12-31","Lane",9.6,-11.6,52.4,0,5.1,11.4,3.5,0.7,3.5,2.1,4.7,2.35,3.82
