Date,rain_mm,Tair_C,vwc_12cm,vwc_47cm,vwc_96cm,vwc_152cm,soilMoisture_m_top1m,soilMoisture_m_top1.5m,soilMoisture_m_top2m
2022-01-31,0,0.051208333333333314,0.064,0.064,0.08,0.072,0.068,0.106,0.142
2022-02-01,0,1.0193958333333333,0.064,0.064,0.082,0.073,0.069,0.107,0.144
2022-02-02,0,-10.172125,0.064,0.064,0.082,0.075,0.069,0.108,0.146
2022-02-03,0,-14.936041666666666,0.064,0.064,0.08,0.073,0.068,0.106,0.143
2022-02-04,0.254,-8.328208333333333,0.064,0.064,0.079,0.072,0.068,0.106,0.142
2022-02-05,0,-2.4356458333333335,0.064,0.064,0.079,0.072,0.068,0.106,0.141
2022-02-06,0,1.1620833333333334,0.064,0.064,0.079,0.072,0.068,0.106,0.142
2022-02-07,0,1.16625,0.064,0.064,0.079,0.072,0.068,0.106,0.141
2022-02-08,0,3.706020833333333,0.072,0.064,0.079,0.072,0.071,0.108,0.144
2022-02-09,0,3.7624791666666666,0.226,0.064,0.078,0.072,0.117,0.154,0.19
2022-02-10,0,5.417958333333333,0.285,0.064,0.079,0.072,0.134,0.172,0.207
2022-02-11,0,4.4426041666666665,0.299,0.064,0.079,0.072,0.139,0.176,0.212
2022-02-12,0,-1.3305416666666665,0.307,0.064,0.078,0.071,0.141,0.178,0.214
2022-02-13,0,2.927,0.305,0.064,0.079,0.071,0.14,0.178,0.214
2022-02-14,0,3.9188958333333335,0.303,0.064,0.078,0.071,0.14,0.177,0.213
2022-02-15,0,5.953458333333334,0.3,0.064,0.08,0.071,0.139,0.177,0.213
2022-02-16,0,1.5745208333333334,0.297,0.064,0.079,0.072,0.138,0.176,0.212
2022-02-17,0,-4.061229166666667,0.294,0.064,0.079,0.072,0.137,0.175,0.211
2022-02-18,0,1.3719374999999998,0.291,0.064,0.079,0.071,0.136,0.174,0.209
2022-02-19,0,3.305375,0.287,0.064,0.079,0.071,0.135,0.172,0.208
2022-02-20,0,8.856895833333333,0.284,0.064,0.079,0.07,0.134,0.171,0.206
2022-02-21,0,3.1285416666666666,0.279,0.064,0.079,0.071,0.133,0.17,0.206
2022-02-22,0,-12.806875,0.279,0.064,0.079,0.074,0.133,0.171,0.208
2022-02-23,0,-14.287916666666666,0.276,0.064,0.079,0.072,0.132,0.169,0.205
2022-02-24,0,-12.738916666666666,0.13,0.064,0.078,0.073,0.088,0.126,0.162
2022-02-25,0,-9.186208333333333,0.096,0.064,0.079,0.071,0.078,0.115,0.151
2022-02-26,0,-4.975270833333333,0.096,0.064,0.079,0.071,0.078,0.115,0.151
2022-02-27,0,-0.3787499999999999,0.097,0.064,0.078,0.071,0.078,0.115,0.151
2022-02-28,0,4.786208333333334,0.105,0.064,0.078,0.07,0.08,0.117,0.153
2022-03-01,0,9.00575,0.132,0.064,0.078,0.07,0.088,0.125,0.16
2022-03-02,0,11.964020833333333,0.21,0.064,0.078,0.07,0.112,0.149,0.184
2022-03-03,0,5.51825,0.299,0.064,0.078,0.071,0.138,0.176,0.211
2022-03-04,0,13.22175,0.293,0.064,0.08,0.072,0.137,0.175,0.211
2022-03-05,0.254,5.835708333333333,0.287,0.064,0.079,0.071,0.135,0.172,0.208
2022-03-06,0,-4.4284791666666665,0.282,0.064,0.078,0.071,0.133,0.171,0.206
2022-03-07,0,-5.8053333333333335,0.279,0.064,0.078,0.071,0.133,0.17,0.205
2022-03-08,0.762,-4.890104166666666,0.278,0.064,0.081,0.072,0.133,0.171,0.206
2022-03-09,0,-4.614875,0.275,0.064,0.08,0.072,0.132,0.17,0.206
2022-03-10,0,-9.544166666666667,0.273,0.064,0.079,0.071,0.131,0.169,0.204
2022-03-11,1.016,-7.798166666666667,0.27,0.064,0.079,0.071,0.13,0.167,0.203
2022-03-12,0,0.5595833333333333,0.268,0.064,0.078,0.071,0.129,0.167,0.202
2022-03-13,0,9.9935,0.269,0.064,0.078,0.07,0.13,0.167,0.202
2022-03-14,0,8.439708333333334,0.278,0.064,0.079,0.071,0.132,0.17,0.205
2022-03-15,0,6.0480625,0.281,0.064,0.079,0.07,0.133,0.17,0.205
2022-03-16,0,10.8168125,0.281,0.064,0.079,0.07,0.133,0.17,0.206
2022-03-17,1.016,5.897395833333333,0.284,0.064,0.082,0.074,0.135,0.174,0.211
2022-03-18,0,4.532541666666667,0.282,0.064,0.08,0.07,0.134,0.171,0.206
2022-03-19,0,7.602916666666667,0.295,0.064,0.08,0.07,0.138,0.175,0.21
2022-03-20,0,13.743020833333333,0.299,0.064,0.082,0.071,0.139,0.178,0.213
2022-03-21,1.778,9.739479166666667,0.299,0.064,0.083,0.073,0.14,0.178,0.215
2022-03-22,1.016,3.7901875,0.323,0.064,0.081,0.071,0.146,0.184,0.22
2022-03-23,0,0.7472608695652174,0.329,0.064,0.083,0.074,0.149,0.188,0.225
